zipcode,mean_household_income
21043,122509
21210,161470
21071,138839
20676,121316
21636,63528
21639,63528
21797,128629
21918,79958
21911,70471
20603,129778
20602,116536
20607,111901
20613,89096
21643,56806
21627,57256
21717,95189
21754,108773
21755,105933
21780,82866
21758,98636
20871,133513
21541,75904
21678,77860
20879,91638
20851,110134
20910,111996
20896,137835
20839,119250
20774,130731
20769,120334
20783,68393
20712,78409
21658,116641
20687,90351
20660,91643
20606,74986
21679,77699
21676,70321
21713,85651
21201,51102
21218,52261
21214,74619
56469,41428
55783,51302
55798,53281
55432,65886
55303,88885
56511,61881
56569,52827
56521,52827
56650,48165
56661,50140
56373,65627
56210,58189
56048,73476
55767,57886
55368,63861
55317,113125
55387,82951
56472,46066
56636,42347
56473,60284
56433,53514
56222,52138
56265,61767
56241,57294
55006,56759
55008,67153
56549,60691
56547,73442
56159,54465
56174,72875
56137,62512
56441,48897
56364,60479
55044,120183
55337,57636
55123,140126
55963,100250
56327,75029
56097,49086
56025,63323
56027,56354
55974,56648
55953,59672
56020,69173
56026,55180
55356,205371
55417,49615
55442,163913
55438,104409
55426,60842
55346,108190
55455,31682
55111,18349
55941,64614
56358,54759
55744,61456
55786,47792
55746,56383
56150,50407
56187,42461
56161,62512
56160,58664
51360,50407
55037,47688
56362,59199
56732,48358
56731,68188
56627,50140
56649,62980
56136,57744
56113,57744
56169,59924
56170,59470
55370,71715
55312,63346
56758,55566
56039,70958
56075,53857
56121,69680
55389,62198
55324,62198
56359,42391
55977,59672
55982,67579
55334,54456
56185,57800
56550,51842
55901,98121
56534,49813
56571,52699
56482,40291
56527,48671
56524,49479
56437,50823
55795,51302
56177,59789
55117,54259
55155,33625
56294,60286
55019,94607
56134,62275
56714,61860
56763,53132
55738,53367
55790,60799
55732,61771
55766,61969
55758,56040
55379,97010
55352,81254
55319,94767
56303,65939
56371,63346
55320,70787
56374,77172
56347,44671
56434,50823
55128,68656
56056,54451
56520,66783
55321,59284
56350,43532
55448,71312
56554,70731
56544,58154
56570,54371
56593,54371
56670,35242
56671,49972
56357,61906
56377,101689
56240,58189
56068,64021
56078,57976
56037,58940
55360,77925
55375,139224
56481,48185
56479,48185
56662,44134
56271,50472
56282,67427
56444,58452
56338,60479
55124,127461
55077,132770
55120,100872
55924,75455
56354,59375
56098,53405
55979,65303
55971,53056
55976,62615
56007,37821
56043,55416
56016,65726
56042,65726
56035,63114
56590,56544
56531,56544
56565,66783
55422,100639
55416,68961
55373,110139
55439,132207
55316,81144
55943,57845
55716,47792
55781,61242
55736,47782
56681,42347
56111,68314
55007,49460
56201,43062
56251,70747
56284,54775
56281,67427
56729,48358
56658,50140
56212,58893
56232,55366
55616,61022
56096,66783
56178,53054
56291,61233
56239,72438
55385,63346
55350,84276
56566,49077
56701,48943
56725,58724
56759,51128
56363,62948
56382,60553
56318,61015
56328,59470
56384,60553
55970,60452
55335,55461
56545,52555
56510,51842
55906,113858
55934,71900
55964,56970
56537,45860
56586,58696
56587,62313
56576,49813
56684,48974
56517,62086
56556,53216
56646,48974
56244,57704
55103,41675
55109,65314
55130,45968
56287,60286
55049,77481
56116,62275
56756,62112
55779,74202
55802,69784
55734,61969
55741,49882
55792,60011
55812,104672
55708,60011
55054,105110
56378,57003
56301,85584
56325,51226
56267,57704
56438,52514
56389,58313
56219,52241
55957,72012
55981,59131
55358,84042
55390,73652
56297,56339
55735,47407
55092,68440
55449,176056
55434,73018
55025,88376
55433,52257
55011,87773
56575,52827
56585,60691
56589,49077
56591,52827
55371,50572
56211,58189
56221,65481
56073,84900
55333,54814
56041,62038
55331,151438
55367,77925
55395,62630
56295,61767
55056,67567
56621,50391
56450,52564
56456,75975
55076,65233
55150,127203
55306,85565
55089,78367
55955,92989
56332,77318
56014,51716
56047,56354
55939,53615
55922,53615
56009,69173
56045,63114
55018,88563
55311,106809
55407,49897
55419,107791
55305,128901
55428,54374
55420,54149
55406,76125
55374,102093
55435,104915
55443,108907
55947,64614
55919,56648
55931,56648
56458,64679
56436,57724
55017,66996
55722,47792
56119,63194
58225,68188
56220,56533
55731,61022
56057,65363
56017,65363
56263,54061
56651,49077
56516,48220
56744,64463
56760,55566
56181,53857
56176,58664
55382,72088
56313,62948
56386,54314
56151,62206
56584,52555
55960,100250
55991,63371
55905,98121
56588,49479
56750,53757
55063,59677
56139,59470
56140,59789
56715,55068
56215,73197
55101,51631
55105,95763
55052,69137
55806,28057
55751,61994
55808,49882
55706,60272
55765,53367
55020,105110
56356,65969
56235,65481
55945,71159
55071,80284
55055,59074
55090,90763
55925,80853
55952,65303
56237,56339
55748,41428
55785,41428
55760,43532
56342,46951
55421,53379
56630,47802
56678,58881
56687,58881
56652,49972
56276,58893
56024,75529
56010,58940
55757,53281
55733,79007
55780,52942
55318,65197
56011,75541
56655,50143
56477,43225
55045,77032
55084,65748
55013,68567
55080,56112
56525,73442
56557,49077
56152,51663
56425,51273
56465,57205
56442,58594
56455,58452
55121,57848
55075,51381
55917,55180
56315,56095
56343,56095
56334,63696
56385,63696
56023,53405
55962,55510
55949,55510
55961,70741
56032,65726
56089,69173
56072,57976
55983,65478
55026,72224
56311,48255
56248,48255
55403,61324
55402,61116
55413,50576
55423,83049
55405,121114
55347,160707
55424,155447
55029,56112
55709,61553
55775,47792
56657,61553
56637,43580
56659,42347
56733,68188
56668,62980
56711,68970
56071,72167
56058,60566
56052,55429
56280,55144
56264,61233
56115,59924
56737,55774
56762,79021
56713,64463
56162,58664
56314,60553
55936,70741
56123,49765
56125,49765
56129,57330
56158,52276
56574,51842
55932,72012
56528,49813
56551,48671
56567,49917
56324,66569
56533,66473
55704,47407
56723,62086
56716,62086
55102,55209
55114,42355
56293,60286
55310,65041
56277,50990
55087,69137
56093,73476
55703,61242
55807,37308
55602,61969
55814,59277
56331,65969
56335,65969
56440,51589
56091,57976
55082,118305
55042,96404
55001,110894
55043,92357
56022,54451
56553,66783
55987,80853
55959,62739
55313,69001
55301,93526
55079,74231
55304,98374
55005,78422
55038,86249
55070,64236
55110,91069
56578,58154
56683,47802
56727,48165
56666,35242
56329,61906
56367,62146
56304,94767
56225,53702
56227,53702
56278,53702
56236,52241
56001,43744
56065,64021
56266,59024
55718,64530
55720,52942
55315,105173
56435,46835
56401,59561
56484,61626
56260,52138
56262,61767
56546,71168
55612,60800
56131,49765
56180,51663
55118,84947
55009,88563
56326,56095
56319,65839
56033,51716
55965,55822
55956,63371
55391,200036
55364,75914
55429,73216
55327,96580
55411,32856
55408,53360
55384,123448
55921,53800
56353,62948
55764,47792
55721,70258
55784,55092
55051,54759
55072,47407
56209,60195
56734,48358
56735,48358
56728,68188
56720,68188
56654,50140
56256,54777
56142,57744
56443,54891
55967,70741
56141,55289
56128,50242
56021,72640
55332,54814
56110,57800
56153,57800
56147,62275
55904,99675
55929,71900
56573,48415
56515,58696
56453,48671
55036,64164
56568,62086
56381,75029
55112,78875
55106,57129
55108,64094
55113,62251
56283,45227
56292,54061
56230,50990
55021,48720
56138,52276
56726,61860
56761,53132
56751,57582
55711,47782
55713,56040
55803,94646
55811,59277
55702,47782
55372,128519
55309,86423
56387,45299
56336,61583
56376,63346
56231,73197
56583,56419
55910,62739
55969,62739
55376,89452
56223,55144
55787,43532
56501,58024
56470,64679
56464,43225
56552,60691
56647,47802
56379,75116
56063,75529
56055,68291
56090,58940
56085,50876
56019,52727
55726,53281
55749,64530
55397,77925
55339,63861
56672,44134
56452,57590
55074,65748
55032,69139
55073,87903
56519,54079
56514,65253
56183,47357
56166,51663
56449,59561
55057,62326
55940,70765
55944,70765
56361,49479
56339,48255
56355,65839
56446,51589
56013,41193
55975,58143
55935,64490
56029,69173
55066,72224
55992,62839
55946,65478
55041,63371
55410,100937
55447,97751
55446,176498
55427,73537
55357,110139
55454,23143
55404,32015
56467,53514
55040,65124
56628,43580
55723,61242
55793,55092
56143,53749
56288,70747
56316,63696
56653,62980
56629,50140
56623,53579
55772,62980
56218,55366
55607,61022
56028,66783
56044,66456
56258,59208
56229,61233
56132,59924
55354,71715
56738,55566
56710,56960
55355,58723
55973,67579
55918,60452
56114,49765
56186,59470
56054,72640
56168,57800
56579,66783
56518,49917
56748,55068
55116,93814
56224,59024
56270,54775
55088,75957
55719,61242
55804,78287
55717,61969
55724,61969
55782,60272
55396,55461
55338,66456
56320,70492
56375,77172
55060,77481
56296,56419
55003,68017
55125,94894
56543,66783
55362,68008
56245,56339
56431,58982
55752,53301
55330,111906
55126,118961
56572,49958
56663,54346
56685,48165
56330,47956
56088,58664
56087,52727
55810,66633
55328,89775
56474,46066
56468,74790
56448,48897
56252,50472
55012,85109
55069,69139
56529,59639
56580,73442
55604,60800
55613,60800
56101,72875
56145,47357
56447,48897
55122,70645
55033,87528
55031,83149
55085,88624
56360,58313
56349,51048
55954,55510
55053,77730
56274,48255
55369,102878
55401,105054
55345,116383
55441,100953
55431,73522
55425,66264
55414,81412
55341,93526
55343,59731
55450,18349
55436,174026
56688,43580
55753,42599
55742,55092
55030,64164
56289,67733
56253,60195
56755,68188
56660,50140
56669,62980
55614,61022
55603,61022
55601,57687
56741,68970
56673,53132
56069,55429
56050,74685
57026,53054
56164,59470
56175,59924
55336,71715
56592,53216
56031,67026
56127,69680
55325,61879
56345,43141
56340,58490
55933,70741
55909,59672
55950,60452
56122,55289
56155,57800
56581,51842
56548,51842
55902,191119
55972,62812
56522,66783
56754,62868
56742,55068
56144,62275
56721,79021
56736,53216
56535,53216
56523,62086
56226,75029
55104,33694
55127,198778
55119,66466
56214,60286
55342,61980
55314,61980
55046,94607
55750,61969
55805,31185
55366,66456
55307,63001
56352,65969
56368,63346
56307,60884
56369,88228
56207,65481
56249,53032
55968,71159
55129,188385
55016,70908
56060,59308
56594,66783
55363,73652
55302,62305
55014,85231
56577,52827
56633,38050
56676,50391
56601,40101
56667,47802
56062,54451
56080,77060
56034,58940
56081,49955
56083,51663
55707,57886
55797,64530
55756,52909
55322,82778
55386,117719
55388,71541
56466,60284
56626,38050
56641,50143
56461,60998
56208,53032
56536,71168
56560,50304
56634,49972
56644,49972
55606,60800
55615,60800
55605,60800
56118,54465
55068,141632
55065,83149
55024,73439
55927,62473
55985,75455
56308,35528
56051,51716
55923,71900
55990,64490
55951,59672
56036,55416
55912,53747
55027,78367
56309,56544
55437,75125
55409,76348
55418,61826
55430,52397
55344,68621
55412,44026
55445,84842
55444,69879
55359,107956
55415,102130
55340,104060
55398,78148
55769,42599
56680,42347
56639,50140
56167,62512
56273,86070
56312,51226
56279,93160
56216,67427
55771,60799
56257,58893
55609,61022
56686,68970
56082,70954
56149,53054
56157,72438
55381,62630
56542,48974
56724,55774
56757,64463
56171,70958
56243,57127
55329,62477
55353,70787
56228,57127
56475,59470
55926,67579
56172,49765
56003,70954
56074,70954
56117,57330
56165,63194
56540,70082
56541,52555
55920,81251
55712,52909
56722,79021
56323,75029
55107,29383
56255,54061
56285,56965
56173,52276
56156,54166
57030,62275
57068,62275
56146,52276
55763,61969
55705,61771
55768,48427
55710,56040
55378,141246
55308,83826
56310,74227
56321,88228
56046,73160
55115,90763
55047,124854
56120,59308
55349,63851
8310,64042
8403,150277
8205,81599
8221,150277
7430,155817
7650,85571
7652,130704
7072,77720
7661,115200
8015,85029
8046,70982
8505,118575
8064,79483
8042,107315
8224,81833
8002,80608
8105,28378
8091,68694
8043,133627
8035,90688
8204,78627
8251,59036
8210,82188
8352,75799
8327,73552
7111,42860
8066,69345
8061,112191
8328,72586
7002,80645
7882,101845
7979,242253
8825,93320
8853,145227
8887,131306
8619,90987
8611,67116
8828,90185
8859,86744
7758,78213
7726,135011
8720,160820
7717,120850
8535,153839
7034,92369
7054,168535
7435,135094
7828,71547
7082,167968
7930,244524
7940,168320
7976,291113
7046,244012
7457,94246
8753,102103
8731,107051
8008,131247
8741,88750
8733,39976
8758,90251
8757,44235
7470,143343
7424,78698
7014,79531
7505,31248
8023,73337
7439,80639
7204,63804
7033,84950
7023,126753
8037,74195
8360,61533
8346,64042
8319,71609
7628,100875
7601,43721
7642,130922
7020,104437
7010,89890
7074,70149
7677,194247
8052,66537
8640,90278
8610,67116
8075,62017
8511,90278
8641,56746
8554,80630
8041,107315
8515,134280
8003,192516
8045,68012
8049,61241
8110,66023
8012,71092
8230,96208
8311,74461
8314,73552
7028,207017
7108,38242
7052,131063
7079,103865
7083,92518
8086,69345
8322,112581
7093,48060
7047,28714
8530,136815
8822,148804
8690,113308
8648,92196
8540,134503
8534,145297
8560,151102
8542,114844
8558,241036
8830,93580
7001,78328
8824,139527
8528,126216
7753,92068
8730,116691
7719,149040
7764,109736
7739,186858
7960,194979
7878,116281
7950,127413
7876,126061
7850,90299
7005,186941
7981,109910
7928,213573
7870,184538
8734,88954
8723,79434
7504,63176
7456,113674
7465,101721
7524,31266
8038,73051
8844,125866
8502,198156
7062,58200
8553,111037
8890,108443
7851,100735
7974,127109
7081,117627
7027,79700
7825,107359
7863,84903
7846,109862
8808,107762
8203,87386
8244,51595
8241,81599
8317,71609
7024,65248
7458,243173
7463,106630
7657,82630
7676,148149
7663,100103
8562,82898
8087,74026
8518,76799
8073,106421
8104,24987
8030,68248
8007,68601
8226,78271
8223,91688
8248,96208
8212,76562
8323,77735
8316,73552
7050,46212
7017,47100
7039,120872
7043,244131
7104,49695
7102,31233
7041,169232
7040,157398
8062,117070
8085,116771
7029,72492
8559,117538
8551,125802
8848,105130
8809,128793
8608,40014
8820,124449
8536,78119
7756,63484
7755,111197
8514,140984
7733,228277
7762,175790
7869,193540
7834,116869
7927,134570
7405,143928
7856,110486
7933,149272
8759,32959
8005,66597
8721,90610
8006,141910
7508,119251
7514,50258
8807,142836
7924,200040
7843,101855
7016,115974
7208,52432
7922,188469
7065,64063
7066,97755
7838,95451
8886,115868
7880,95451
7823,86216
8201,89925
8234,91017
7608,82031
7647,117371
7620,303938
7621,72353
7649,178565
7607,90089
7645,149626
7436,123278
7626,149098
7452,181276
7022,68865
8088,107294
8057,158987
8060,77412
8011,56436
8034,103846
8089,92607
8004,100412
8059,86009
8247,80874
8324,73552
7021,289801
7078,365558
7106,63192
8096,73329
8051,87942
8074,117070
7032,72779
7094,99252
8858,242253
8628,78741
8691,127268
7747,133025
8879,80702
7067,190539
7095,87920
7077,80398
8861,61913
8810,141184
8872,99226
8750,143395
7734,48888
8510,153839
7730,79232
7757,141955
7849,113225
7440,101538
7840,72456
7801,88370
7803,105069
7946,149272
7980,149272
8740,68993
7011,64415
7442,95217
7420,102703
8821,152030
7860,86313
7871,148673
7822,102875
7901,322630
7088,96479
8094,88921
8225,150277
8344,90471
8402,131866
7670,231487
7070,118765
7630,119806
7631,136110
7606,82031
7057,65054
7407,74341
7624,160741
7604,105804
7632,168543
8054,124859
8048,68832
8022,118575
8501,140984
8010,54037
8620,107625
8009,72569
8031,63951
8102,53529
8109,81928
8108,70125
8107,55296
8033,237548
8095,79925
8260,80874
8243,90687
8332,66920
8345,50518
8361,116583
7107,41496
7044,106322
7112,50558
7068,133559
8343,88080
8312,77242
8039,119390
7306,36158
7311,168962
7830,242253
8826,128758
7865,84903
8525,180959
8827,132183
8802,132183
8829,103595
8609,52914
8561,112792
8831,142420
8854,118696
8882,58631
8904,106941
8832,60209
7735,55459
7080,101842
7718,118539
7748,164164
7712,76879
7723,134682
7711,108329
7746,174640
7847,110486
7836,108831
7438,109857
7444,104476
7935,213573
7920,165854
8735,76020
8738,135897
8722,85650
8092,71492
7013,97080
7502,67310
8098,77548
8070,65312
7060,41330
8823,126216
7419,70636
7826,100735
7827,70010
7202,51825
7090,112610
7205,60365
7036,61474
7820,104826
8215,57647
8232,56020
8340,73552
8270,96716
8401,54272
7073,69826
7640,143300
7648,121701
7675,179906
7401,188740
7423,195985
7605,91917
7644,68503
7643,75865
7603,92473
7627,213633
8019,81833
8053,98619
8065,56931
8077,107770
8106,66113
8026,94974
8242,57067
8202,196612
8246,88103
8318,84156
8329,51371
8321,50518
7018,49855
7109,75961
7105,54061
7110,101841
8056,112191
8090,129874
7302,99901
7304,52379
7087,43850
7086,178137
7310,138127
8804,132183
8876,139131
8550,216356
8512,166873
8857,100705
8863,81448
8837,60209
8812,148985
8840,150385
8846,83205
7724,97190
7728,116341
7731,117203
7727,99492
7720,67290
7760,155845
7716,132772
7702,110210
7704,160330
7740,67560
7885,135094
7945,184915
7931,163022
7058,145516
7852,126061
7035,102675
8732,86770
8755,76911
8701,67688
8533,84760
7501,26562
7403,85767
8067,74646
7921,217976
7934,163022
8805,100091
8835,62926
7063,56198
7069,159149
8880,89868
7461,81366
7416,75020
7422,82875
7881,100735
7418,102448
8330,87085
8350,64042
7446,138942
7662,76726
7450,129986
7646,121795
7031,80815
7432,104075
7071,79625
7641,179945
7410,121076
8036,103673
8021,50722
8103,25311
8084,90429
8029,79589
8302,69059
8348,73552
7006,101111
7009,125140
7103,26713
8063,75733
8080,100301
8097,90687
8071,70275
8020,112191
7305,51120
7307,78444
8801,158098
8629,52914
8618,69567
8816,121776
8817,78539
8902,104256
8901,55934
8850,91757
8852,86553
7737,89352
7722,208095
7853,184538
7866,135094
7932,151488
7842,135094
7961,124419
8527,80072
7421,103536
7503,55120
7939,165854
8836,174823
7977,163022
8869,102065
7821,115156
7848,105243
7201,45887
7203,58397
7092,143987
7832,90115
7833,90115
8341,61414
8326,61414
8406,69696
8217,74348
7417,275267
7660,83246
7656,148508
7666,128651
7026,73512
7075,90825
7481,170940
7495,155817
8068,79483
8016,85529
8055,133108
8078,60608
8081,90558
8083,68920
8349,50518
8353,69059
7004,118703
7003,67702
7042,89048
8028,41657
8093,64527
8014,97572
8027,81479
7030,108065
8889,124311
8833,158098
8867,125722
8638,69005
8520,118848
7064,78619
7008,75023
7721,86920
8884,80323
7732,139736
7701,112740
7738,145085
7751,152622
8736,116691
7750,131894
8724,98510
7703,78157
8555,155642
7045,154466
7857,68935
7460,95808
7936,167457
7926,273075
7970,273075
8751,54299
8742,86328
8050,92804
7480,132360
7012,78591
7506,102489
7055,38907
7513,49110
7522,49464
7512,106606
8079,72247
8069,68947
8001,87574
8072,72247
7059,243220
8873,103071
7462,75655
7874,97470
7206,51176
7076,243649
8865,86371
87108,24285
87104,65931
87109,62458
87825,44755
87014,50503
87045,29480
88419,48488
88101,67097
88048,40598
88003,16914
88033,82366
88032,49514
88256,52338
88022,50578
88431,37883
88410,48488
88426,43660
88252,51257
88301,44511
88318,44511
87544,83528
87319,37488
87316,58314
87013,24838
79837,35682
88325,56837
88401,46482
87029,44619
87064,49367
87582,54751
87548,49367
88118,55069
88130,51322
87072,55050
87043,91916
87933,41896
87514,62697
87553,39954
87529,48056
87512,62697
87070,44889
87023,44037
87106,34986
87111,144968
87117,57790
87821,40067
87827,40067
87943,52779
87038,41806
87020,50503
87315,50503
87051,50503
87005,50503
87729,51981
87734,49486
88124,45245
88254,72941
88255,84927
88034,38866
88053,50493
87711,45979
88417,37883
88020,46049
88312,50977
88338,50977
88323,55083
87375,34250
87301,39105
87317,28136
87325,34250
87723,49486
87742,49486
88349,35682
88330,46050
88342,46050
88121,46482
88430,46482
87012,49367
87523,44387
87046,44619
87041,55050
87052,44719
87044,55050
87053,53398
87124,62356
87027,53398
87037,48067
87455,34203
87418,85186
87552,47533
87501,113002
87035,44549
87931,52779
88042,52779
87556,62697
87557,47387
87032,44549
88436,48488
87008,87846
88232,46711
87740,43116
87710,51981
87714,51981
87749,51981
88119,44386
88136,44386
88046,63774
88024,40598
88210,84927
88045,46049
88028,54725
87724,37883
87730,43660
88056,46049
88242,64290
88346,50977
88348,50977
86515,35787
87752,49486
87735,49486
87753,49486
87736,49486
87715,49486
88352,52060
87554,49367
87578,44387
87521,44387
87530,49367
88125,51322
88113,51322
87025,59127
87499,48067
87461,34203
87562,45736
87508,93965
87505,61279
87939,52779
87801,52757
87016,44549
87120,79604
87121,79604
87015,63546
87048,112100
88253,46711
87007,41806
87321,24699
87021,42294
87040,41806
88021,58431
88072,40598
87940,40548
88023,38866
88321,39859
88415,48488
87746,45979
88240,64890
88264,64890
88345,62999
88341,44511
88343,50977
88324,50977
88030,49875
87311,32486
87322,53726
87310,34250
87313,35203
87312,58314
87712,49486
87745,45979
87750,49486
88427,46482
87520,44619
87566,50558
87537,54751
87511,53183
87515,44619
87577,49367
88132,51322
87083,55050
87018,30128
87402,123284
87415,70302
87930,52779
87901,41896
87028,52757
87525,62697
87571,47387
87580,62697
88424,48488
87112,53898
87047,91916
87820,40067
88201,55878
88116,49557
88344,55878
88339,55878
87034,45816
87323,29480
87049,50503
87728,51981
88120,46482
88112,67097
88081,35682
88011,109518
88001,39122
88044,60497
87936,40548
88220,72941
88061,47179
88049,50493
88435,37883
87743,43660
88231,57171
88114,64890
87326,41755
86504,35787
88337,54579
88347,35682
88434,46482
87581,49367
87004,55050
87024,59127
87701,45979
87560,45736
87538,47533
87535,70764
88416,45979
87574,113002
87567,49324
87935,41896
87831,44755
87828,52757
87558,62697
87543,47387
87110,54799
87114,70995
87107,56945
87829,40067
87830,40067
87824,40067
88203,49985
88230,49985
87747,51981
88135,67097
88134,44386
88008,58431
88002,58673
88047,38582
87937,40548
88004,82366
88263,52338
88268,72941
88041,38866
88038,50493
88055,54725
87733,43660
88260,64890
88262,64890
88351,55083
87011,52757
88029,49875
87347,58314
87328,35787
87732,49486
88314,52060
88340,33429
88411,46482
87516,49367
87532,46838
87575,44619
87419,73795
87527,53183
88115,51322
87144,67571
87413,48067
87401,46762
87364,38522
87420,39358
87421,65655
87569,45979
87823,44755
87062,52757
87517,39398
87519,39398
88418,48488
87002,38974
87102,46239
87059,68359
87357,24699
87327,25786
87718,51981
88103,41734
88005,82366
88063,34138
88027,61579
88012,49514
88040,46049
88051,54725
88065,54725
88025,54725
88026,50578
88267,64890
88336,50977
87305,39105
87713,49486
88354,35682
88350,35682
88310,46050
88311,56837
87551,44619
87518,44619
87539,49367
87522,49324
88126,51322
87731,45979
87573,47533
88421,45979
87507,104873
87506,101965
87010,70764
87036,39859
87513,39398
87061,44549
87105,59236
87122,166313
87113,37455
87123,87846
87026,41806
87022,55072
87116,24285
88039,40067
88250,55878
88422,48488
88007,82366
88052,39319
87941,40548
88043,47179
88353,37883
88009,46049
88265,50424
88316,55083
88355,62999
87320,35787
87722,49486
88317,53104
87017,44619
87528,52210
87510,49367
87549,54751
87412,52210
87533,50558
87531,39398
87001,91916
87410,61359
81137,73795
87416,47594
87417,54390
87583,45736
87565,47533
87056,79619
87540,70764
87942,52779
87832,52757
87006,44755
87579,47387
87564,62697
87524,39398
87063,39859
88414,48488
87031,69640
87068,53945
87042,56172
12205,96444
12009,80634
14804,55463
14836,55463
14536,52729
10470,13273
10455,34931
10473,38630
13797,59470
14719,52744
13118,63797
13073,67179
13074,47170
14048,35236
14781,48073
14757,54874
14733,50276
14769,52747
14756,64153
14864,62503
13780,52059
13332,55515
13155,58419
13072,55515
12958,48489
12919,59523
12979,59523
12502,81954
12075,73712
12529,90041
12132,113442
12017,96306
13159,92636
13784,64600
12434,57691
13782,57563
12167,60399
12441,61222
13842,58360
13739,58360
13860,52042
12524,83103
12601,40051
12603,121379
12540,99885
12533,97152
12531,101566
12538,89672
12580,117464
14227,60646
14127,142742
14218,39422
14034,56780
14219,52229
14080,66796
14145,61881
14061,60773
12993,59227
12996,55315
12974,51922
12852,52968
12930,45222
12980,45222
12068,61636
14020,72287
14125,59171
14143,70701
14422,64934
12042,69468
12423,56117
12485,43167
12480,58541
12176,53295
13436,66329
13331,56310
13340,56714
13637,56202
13673,56202
13640,52637
13675,52637
13642,52178
13628,51594
13646,55569
11234,108641
11210,71280
11215,107676
11224,37073
11239,36272
13316,50358
13305,51870
13345,46585
13082,60667
13402,60131
13418,51114
13334,55515
14606,41665
14624,65020
14534,115522
14546,68537
14607,60257
14467,76835
12137,80973
11542,125947
11559,169490
11010,97119
11020,222479
11003,84331
11560,110743
11598,163284
10030,46196
10037,49558
10009,54082
10028,140872
10065,196059
10011,149612
10112,147597
10031,57011
10169,146412
10271,161944
14132,70432
14028,66096
14126,66096
13440,38392
13403,74118
13157,59595
13341,82479
13135,62677
13090,79107
13210,61513
13215,75797
13219,75455
13153,90450
14522,48760
14544,53671
14475,83638
14585,83638
10979,87065
10911,80086
12589,88300
10969,89347
12746,65188
10988,95411
10914,91316
13028,58805
12043,63500
10588,105750
11355,45347
11423,87958
11415,61526
11358,75453
11697,102370
11694,91237
11004,85924
11424,74278
12121,75139
12154,77316
12168,71919
10960,70657
10923,93626
10994,145452
10993,72329
13668,53910
13697,49190
13676,52896
13617,60254
12973,45455
13633,50934
13667,53910
13684,45455
12035,71176
12160,63500
12175,53079
12194,55839
14837,60462
14865,49451
14821,57479
14898,47731
14856,51208
11730,183585
11752,96438
11741,103631
11901,62120
11729,80698
11978,126802
11789,91692
11957,93669
11939,93669
11953,69041
11955,74809
11930,90685
12737,62473
12743,69302
12740,61222
12784,76836
12724,55568
13827,80203
13743,58120
13812,52461
14867,62527
12440,64211
12491,90776
12484,98390
12448,90821
12412,82596
12495,90821
12843,47583
12832,52388
12839,62190
12827,60346
14590,50893
10536,240256
10706,217264
10710,109588
10804,218198
10562,214907
10546,214907
10519,215121
12047,63010
12110,92712
12202,45401
12207,25057
12222,40388
12023,69778
12122,60399
12053,80973
12085,79048
14806,50993
14777,54983
10457,35121
10463,54351
10454,30789
13811,55941
14706,58157
14041,52744
14741,46557
14081,70386
14173,48100
13081,63455
14728,55969
14814,92826
14859,55517
14825,56191
14904,49430
14905,85201
14892,55517
13844,58419
13136,58419
12924,49780
12934,51852
12567,73559
12523,81954
12184,87645
12037,96306
12136,113442
12115,113442
12546,69237
12156,91427
13101,59158
12438,53354
13756,51444
13750,52042
12504,78493
12545,100793
14203,46951
14225,49656
14111,67004
14047,83629
14051,95594
14086,67745
14035,56780
14208,35741
12950,62932
12960,51922
12966,50941
12937,49133
12945,53800
12957,50941
12025,75780
13329,47575
14525,67139
12192,69468
12460,56117
12422,56117
12492,58064
12463,60104
12450,43167
13360,66329
12108,69705
13420,56310
13416,57188
13605,64321
13634,60725
13674,51553
13083,49017
11238,67068
11206,38164
11213,43518
11226,53068
11230,71119
13473,49517
14485,64035
14545,58341
13346,74817
13421,68823
13364,51114
13061,65192
14609,62158
14586,63855
14470,65483
13428,50324
13410,50324
11040,126205
11507,179693
11577,197157
11576,188666
11590,90135
11553,83268
11581,105370
11793,130881
11771,106077
11758,164387
11762,109591
11024,244214
11549,97698
10075,143402
10025,52657
10039,24043
10005,161944
10044,83791
14305,59382
14303,39034
14012,54452
14067,69240
14172,68202
13301,55534
13483,56805
13478,61232
13162,61232
13435,77396
13066,99162
13211,50351
13204,33327
13041,69396
13205,30323
13020,81348
14432,57507
14548,53635
12577,91316
12566,89981
13036,65285
13114,58506
13493,49017
13132,62677
13145,58535
13337,75166
13808,55833
13333,68813
10512,127586
10541,137558
10524,108947
10509,129483
11357,81480
11420,73315
11691,65319
11417,66564
11101,76586
11418,97058
11366,112527
11105,96134
11426,81599
11411,67235
12169,71919
12022,62944
12089,61939
10306,118124
10302,69060
10312,104171
10986,137298
10983,109176
13672,49439
13680,58022
13694,56445
13621,56445
13630,50934
12831,73647
12833,108354
12871,83663
12151,124937
12031,63500
14886,76628
14860,49051
14418,53671
14839,47957
14529,54757
14893,66181
11967,87003
11751,84707
11788,102382
11779,90909
11769,94778
11717,70007
11782,133739
11739,183585
11950,74809
11942,133095
11777,145330
11787,117947
11754,117456
11941,95619
6390,93669
11971,94883
11944,73494
11948,102127
11956,102650
11954,92273
11731,140297
12779,50656
12783,48556
12733,58737
12720,66187
12725,61222
12767,68641
13864,58120
14882,75932
12528,93314
12453,72365
12464,58541
12416,58541
12815,67412
12846,64903
12804,57036
12856,47583
12811,47583
12873,60189
12821,60346
12809,65625
14505,64280
