zipcode,mean_household_income
61845,75976
61852,76623
61956,57145
61853,84221
61873,75017
61859,75017
61871,75017
61884,72931
62423,62057
62838,56641
62293,73868
61931,72014
60453,74529
60525,72636
60068,103674
60015,183388
60201,66289
60107,58788
60455,58670
60153,39912
60457,61165
60656,74394
60193,103320
60141,70914
60638,70767
60652,67796
60629,51214
60641,85483
60625,80676
60614,171392
60626,59450
60654,158221
60422,120935
60466,40960
62427,54609
60151,82793
60518,58487
61754,93490
61750,61803
61953,55290
61942,50668
60101,98284
60517,61036
60187,131386
60137,128520
60174,158478
61940,48232
62458,43931
62471,61790
62892,63381
60959,57700
60921,57965
62822,44431
62856,51973
62884,42338
61459,53262
61544,46829
62979,58687
60541,89138
62829,53883
62358,52148
62367,46100
61442,64447
61274,58934
60951,64676
60966,53797
62479,57165
62475,57165
62889,50286
62830,55593
62851,63317
62079,61058
62922,46172
62985,51361
60109,95008
60914,60139
60536,88100
61410,50487
61439,67108
60081,104642
60083,125006
60013,129528
61364,51462
60551,72427
61358,58304
60549,72427
60557,72427
62460,49192
61057,86319
61775,57965
61739,64808
61333,65355
62682,56057
62541,69163
61416,50860
60098,83547
61704,97284
61770,66949
61730,72719
61925,80513
62514,62616
62573,66817
62532,73229
62014,54953
62033,59486
62667,52507
62002,75243
62001,65733
62097,79761
62010,65983
62087,58698
62034,95249
62095,69330
62046,79761
62294,98732
62061,91259
61570,65797
62664,56057
61532,57199
62688,58809
61231,50913
61281,70494
61272,64447
62295,67934
62277,55241
62621,82275
61607,74599
61603,42462
61539,71067
62888,49188
62831,61231
61856,70599
62357,48017
62996,48695
62976,43206
61326,58049
62452,53327
61239,62123
61282,43026
62221,74973
62255,65735
62203,32387
62059,23634
62225,72246
62704,100433
62707,52924
62663,59418
62465,57149
61483,53621
61610,51113
61534,67411
62920,63780
61832,29345
61846,50402
61812,61396
61811,61396
62837,40715
62850,63317
62820,52806
62821,52281
60490,110373
60433,58863
60417,67123
60404,106927
62959,68696
61079,70536
62316,50438
62284,66968
62086,58681
62077,50753
61065,68987
61107,88073
61080,127105
62366,50930
62070,53201
62673,58809
62627,57845
61820,38170
61872,68031
62568,46177
62556,68989
62420,53241
60173,61923
60406,56729
60445,56017
60521,289703
60558,163552
60043,345066
60062,151959
60301,85094
60202,85985
60634,73692
60163,64072
60162,69379
60419,56616
60438,53405
60616,54418
60630,55045
60651,39508
60645,74312
60471,80106
60305,189997
60604,107575
62451,47961
62421,53327
62467,69469
62428,45400
60115,72199
60129,61426
60511,82793
61919,57145
60563,127631
60532,73303
60561,111568
60185,78936
60523,146906
61955,62095
62080,59735
62885,61790
60952,64295
60919,57700
62896,40888
61553,60568
61432,60568
62934,47054
62050,58444
62082,64246
62027,58444
62016,54216
60420,63521
62828,52375
62354,50895
62938,51361
61469,44778
61471,51585
61241,87795
61250,57259
60930,64661
60928,68496
60974,53797
62459,57165
62893,55593
62030,53200
62035,72934
61087,57254
61036,72712
61001,57254
61048,54408
61059,57254
62923,41848
60542,73033
60134,137373
60136,110536
61428,53250
60030,93422
60061,125137
60045,340400
60044,126714
60088,139793
61341,67294
61373,73337
61324,86319
60460,63521
61319,54883
62643,66531
62635,66531
62519,69163
61751,63807
61440,50860
60071,83290
60072,84457
61732,87649
61753,61687
62551,66817
62685,54953
62040,63707
62084,47588
62853,56306
62807,63381
61760,58740
61263,70494
61486,57737
61260,64447
62244,67934
62279,67934
62533,71907
62091,69832
62631,52666
62694,59418
61049,61426
61102,66797
60113,54882
61602,31492
62263,61231
61936,66035
62345,48574
62987,80499
62946,80499
61232,71380
61236,62123
62289,65176
62530,68547
62624,52293
62344,47089
61530,61451
61535,84245
61841,61117
61834,73727
60963,52458
62823,63317
61037,66932
62841,46700
61115,66326
61072,101158
62301,89375
62325,55291
62351,55291
62349,55291
62348,55291
62969,49774
62273,66968
61008,51924
61016,77953
60033,48614
61011,85876
60145,76074
62375,51220
61368,59563
61346,56157
61354,61728
61560,73929
61374,59604
61315,49022
62045,53201
61051,70862
61053,69393
61816,76623
61880,68031
60949,58014
62545,64359
62531,55242
62474,56431
62868,64439
62879,48176
62249,74320
62469,59523
60803,54632
60482,59833
60472,34488
60022,275294
60712,105393
60462,94855
60103,108580
60171,50316
60029,203700
60154,83079
60155,57174
60165,57719
60428,52224
60623,53697
60608,46020
60612,28635
60601,136336
60659,53642
60007,70104
60430,74640
60423,111883
60194,77962
60459,74737
62454,43529
62481,55058
60178,97877
60520,80535
60150,74262
60111,74262
61068,54882
61777,61803
60108,95027
60143,110479
60565,105345
60510,103612
60181,93500
61870,50402
62806,42944
62833,52921
62401,45135
62431,48275
62422,48275
60929,63521
62999,45190
62883,56361
61427,53198
61533,71067
61569,70237
62044,64246
62081,64246
62054,64246
60424,62530
60437,74924
60961,71500
60470,62051
62810,52688
62313,50438
61420,52630
62947,51361
61418,60054
61254,71868
61234,62876
61465,57737
60922,71474
62940,47591
62975,47591
62894,56361
62908,62076
62995,54402
62943,41848
60505,53521
60543,110013
60954,61265
60586,93268
60503,105518
60537,72427
61401,33328
61436,68109
60099,74447
60073,76235
60064,60091
60021,112433
61350,73337
61372,57351
60553,66204
60920,63521
62543,66952
62548,66952
62671,66531
60012,122427
60034,83290
61705,49733
61761,55582
61776,79357
61722,66949
61738,69386
61724,73959
61818,66035
61830,66035
62626,60890
62572,77433
62069,51190
62690,59336
62638,54363
62234,52654
62281,86774
62090,33293
61336,73929
61526,89489
62941,48695
62278,62175
62601,62655
61047,88432
61039,65021
61605,29972
61528,100726
61562,64422
62237,49188
62268,61231
61839,72931
62363,56967
62362,48017
62370,50930
62928,51361
62964,43206
62963,48695
61335,73929
62286,47974
62243,71662
62206,37127
62702,48946
62515,64359
62520,64359
62681,47563
62639,52293
61734,67411
61747,60833
62998,48733
61865,61396
60932,52458
62848,60585
62862,52806
61230,57259
61261,57259
60432,53538
60451,93643
62974,46172
62933,57275
61548,78136
62324,62799
62320,50803
62314,48017
62914,37318
62957,44282
62275,66968
62253,66968
62019,71985
61038,121028
62353,58419
61314,58469
61323,48618
61379,59563
61329,75829
61342,58638
62013,57504
62047,53201
61285,57025
61252,79901
61046,60898
60936,64295
61875,63982
61810,61117
62558,68547
62540,55062
62083,47365
62513,55242
62449,53782
62858,57357
62215,73773
62440,72014
61951,68502
60415,61073
60501,72446
60133,84273
60480,123461
60458,59450
60056,85900
60130,78998
60008,71916
60637,65171
60624,36779
60661,116469
60607,115279
60657,96520
60613,57560
60647,58893
60653,54253
60461,102989
60452,61991
60805,74237
62433,74175
62466,49192
62468,55167
62445,55058
60556,65014
61749,72042
61752,62676
62512,63807
60962,59167
62836,51973
62890,51973
62860,51973
61482,53262
61519,53198
62644,46573
62931,40635
62078,58444
60450,74357
60416,66206
60447,89138
62895,48815
62835,52806
61425,51585
61478,56008
61462,46799
61235,72426
61238,58934
60938,57963
60911,64661
60927,64676
60964,53592
60912,62596
60973,60126
62958,63780
62280,47591
62950,47591
62432,55058
62052,58576
62031,63391
61075,57254
62939,48310
60506,54652
60538,85668
60119,135157
60910,67226
60969,71500
60401,86481
60468,77663
61448,71712
61467,52351
60020,60047
61325,62051
61301,57351
62439,55913
61006,66204
61331,51989
61064,61217
61740,65355
61744,79357
62518,66952
61723,63807
62613,68775
61438,52630
61470,45557
60014,76399
61774,93490
61748,79357
61728,72719
61736,87446
62522,66817
62526,68436
62544,73229
61937,59116
62523,25349
62649,52507
62009,46910
62093,59486
62672,77433
62067,75385
62048,55858
62018,65983
62881,44842
62870,63381
61540,60876
62617,55510
62910,47598
62956,48695
62675,62302
61279,70494
62236,103850
62695,66562
61084,81322
61061,56895
61015,81322
62997,49640
62272,48655
61854,72931
62361,56967
62352,56967
62340,48017
62356,50930
62970,48695
62217,51765
63673,53885
62297,55241
62450,43334
62419,53327
61284,76636
61275,79664
62208,65691
62240,56579
62204,29735
62965,80499
62701,25315
61452,47089
62565,49704
61426,76974
61067,65021
61070,58487
61844,58270
61858,58270
62410,62478
62878,63317
62886,48815
62809,52921
61270,63988
61251,57259
60441,63497
62918,56179
61104,22261
61077,63569
61545,65797
62339,50803
62338,60930
62952,44819
60146,76074
61361,56157
61362,49022
61330,59604
61337,49022
61338,56157
62355,56967
61822,69722
61821,88290
61840,75976
61862,58014
62510,66597
62441,53316
62478,62057
62413,74175
62434,57357
62854,44842
62218,72543
62219,69684
61928,68502
61911,56541
60070,81421
60093,281491
60091,180758
60631,90783
60477,70556
60120,56125
60131,63767
60534,65366
60203,143369
60464,123461
60546,110294
60010,229534
60126,119723
60409,46108
60429,77358
60603,101573
60640,73042
60478,68819
60443,64594
60550,65014
61745,87446
60188,52409
60148,78085
60504,71698
60515,95800
61949,48232
62476,51554
62411,58496
62461,73621
62414,43931
62418,54001
60948,70038
61731,61687
62874,53606
61477,53262
61441,53262
61524,51779
62867,59840
62871,58687
60481,71286
61360,67294
60479,74924
60407,74539
62859,50354
62887,52806
62321,50438
62341,50895
62380,50438
62374,50438
61447,48471
61480,51585
61277,56636
60953,60126
60942,47443
62942,47591
62916,54450
62905,48733
62864,44781
62012,66462
62037,63391
62022,67397
61041,53478
62912,48310
62972,54402
62967,54402
60177,87550
60539,104714
60958,28750
60913,71500
60544,107401
61472,52351
60047,174992
60031,98513
60041,100734
60040,102547
60050,75944
60042,86502
61348,77186
61316,44352
61334,58304
61377,58304
61071,73241
61318,61848
61422,45557
61411,50860
61772,93490
61701,30301
61720,72719
62549,80513
62674,52507
62058,65733
62201,40459
62060,49853
62062,89605
62849,56306
61491,76974
61424,63092
62264,82367
62051,51764
62089,50753
62692,54363
62670,64501
61606,41734
61536,74218
61614,79382
61451,66348
62257,65735
62233,53885
61265,83575
61259,76636
62254,65176
62226,44684
62260,78391
62917,42657
62615,57208
61050,57707
62961,44819
61833,46551
61848,61396
61831,61396
62852,62478
61417,56008
62876,61231
62214,59976
62446,52921
62842,63317
62827,52281
60448,94945
60435,52542
62949,44303
61103,75079
61108,71855
61516,58740
61771,69386
62347,62799
62346,50803
62962,49774
62992,43206
61012,68987
61359,49022
62036,57504
61074,57960
62612,57845
61877,76623
61851,68031
61849,76623
61847,58014
60957,59167
60960,52458
62567,66597
62550,52977
62555,47365
62477,62057
61944,46618
62824,46569
62839,45265
62216,73868
62265,73773
60004,121652
60090,60975
60089,110915
60513,78728
60076,85420
60053,93453
60302,238141
60304,114415
60192,229534
60527,145545
60164,70120
60195,139354
60169,74516
60633,41388
60632,44522
60643,76501
60620,45690
60636,41623
60609,74293
60619,37347
60605,104431
60617,46701
60411,57913
60469,54520
62436,55167
61735,61803
61842,55040
61917,48232
60157,76710
60502,146657
60555,78376
60106,60598
60516,78906
60559,89032
60514,203540
60191,71587
61876,61117
62815,51554
62424,74743
62011,59735
61773,64295
62865,44431
62891,46652
62825,46652
61520,45008
61542,46019
61543,51779
61450,49788
62326,46100
62919,40918
61437,60054
61454,51585
61476,64447
61453,48471
61240,82695
61273,82695
61434,51780
61258,62876
60924,68496
60945,62596
62902,64742
62903,78386
62924,42594
62480,57165
62816,52688
62814,50286
61085,54813
61025,60041
61044,56016
60110,108843
60118,107983
60144,82793
60142,82778
60901,58744
60935,71500
60431,89767
61485,52351
61458,53250
61474,50487
61489,53250
61529,70237
60096,88954
60048,114524
60060,126624
60084,89071
60069,138804
61021,45662
61367,61848
61081,89573
61764,60709
61769,68587
60934,63521
61743,65355
62666,69163
61455,55458
61729,85416
62521,77440
62537,66817
62088,51277
62640,59336
62023,46910
62021,75385
61523,89489
61567,73132
62642,68775
62015,69832
62650,36324
62534,52977
61020,61426
61010,63805
61007,61643
61552,120197
61559,66348
61616,70245
61625,41734
62274,48308
62238,49640
61855,66035
61327,73929
61340,58049
62261,55241
61201,89943
61244,58187
61278,79664
62223,62959
62239,56579
62703,42570
62629,69765
62711,97055
62438,48275
61063,63569
61060,57707
61027,56016
61571,76942
61611,58097
61568,76522
61755,75889
61742,85416
61473,56008
61435,57850
60446,75571
60449,83436
60403,75024
60442,77416
60408,63096
62951,44201
61101,75079
61112,81031
62305,77275
62311,50438
62360,62799
62379,57893
62990,44282
62988,44282
60135,68915
62378,51220
61356,48618
61349,59604
61320,75829
61443,43368
61328,59604
62006,57504
61014,57025
61078,60898
61062,56016
62618,54428
62611,55548
61843,75976
61866,45331
61863,68031
62557,47365
62547,55242
62075,48006
61933,62095
62899,46569
62448,57165
62245,73773
62230,69684
62250,47250
62875,63381
62266,73773
61938,54394
62447,59523
60463,105785
60025,124012
60714,76871
60706,64450
60467,111709
60465,75944
60160,62261
60067,163253
60074,117950
60476,55398
60473,62021
60655,93120
60649,36100
60644,36486
60618,81479
60611,118891
60642,119026
60602,107575
60660,78462
60804,59006
60005,75835
60475,55131
60456,51799
60172,109737
62462,59523
60112,76885
60548,68301
60152,74202
60530,66204
61756,63827
61778,72042
61941,50668
60540,159906
60519,153859
60440,76924
60564,154827
60184,127565
61924,53800
62818,62478
62473,51321
62880,56641
62032,50753
60946,57700
60968,70038
62897,47827
62812,42101
62819,46652
62983,45190
61501,48279
61484,48279
61431,46829
61531,60568
61433,53198
62930,56789
62092,58444
60474,62530
60410,87775
62817,53883
62935,45262
62373,57893
62982,40635
61460,51585
61262,82695
61490,58196
61419,58196
61414,52351
60955,70038
60926,68496
60918,70038
62832,39888
62898,56361
62846,52688
62872,52688
62808,61231
62877,60585
61028,53478
60102,113377
60124,110536
60554,129956
60915,63212
60950,77887
60940,71618
60560,88100
61449,53621
61430,71712
60002,77166
60085,55960
60035,104919
60046,88006
60051,91432
61370,58304
61310,51989
61042,60289
61353,61848
61741,68587
61726,61687
61313,54883
61311,54883
62656,47245
62634,69163
61475,52630
61725,87649
62535,121396
62056,69832
62560,71907
62025,67850
62024,48474
61369,60129
61565,63092
61479,76974
61546,74225
62633,56057
62960,62076
61264,71380
61412,57737
61276,70494
62298,74901
62049,50753
62076,48006
61957,57149
61914,58320
61052,61426
61054,56895
61091,61217
61525,95382
61929,66035
61813,50901
62242,55241
61242,79664
61257,79664
62269,119149
62220,71662
62282,65735
62561,63738
62689,57208
62684,89794
62536,91694
62661,64501
62610,59418
61032,77804
61013,57707
61550,95912
61733,75889
61883,42772
61814,68950
62803,60585
62271,59976
62843,52921
60491,87879
60436,54379
60421,76478
61024,70536
61561,71527
62343,48574
62074,65733
61111,78536
61073,68530
62323,48017
61312,59604
61317,59604
61283,53303
61537,63092
62053,53201
62065,53201
62691,55548
62622,54428
61874,68031
61801,71388
61802,60627
61864,68031
61878,58014
61815,63982
62570,55062
62546,68989
62517,55062
62563,96939
62538,68989
62442,53241
62426,57357
62443,51321
62801,42840
62231,58035
62882,63381
61943,50960
61920,50960
61912,63381
61930,50668
61910,57948
60016,82381
60077,71340
60026,168819
60487,117863
60439,111283
60176,59898
60707,65647
60526,135099
60104,62303
60827,39965
60426,39800
60425,68284
60628,43518
60621,26877
60606,107575
60615,57875
60646,108958
60639,37827
60622,74391
60610,145632
60402,59588
60531,75035
60552,69184
60140,79415
61727,47382
61882,61803
61913,50901
60139,91780
60189,201709
60190,100440
61932,48232
62844,52807
60917,71500
60933,59167
61415,46829
61563,51779
62984,47054
62954,47054
62869,59840
62098,54216
62630,65052
60444,74924
62330,49788
62334,50895
62336,52148
61413,58196
61468,58196
60941,71474
60970,62596
60931,62596
62966,52391
62907,54450
62901,44227
62932,42594
62927,42594
62994,54450
62425,64439
62063,53200
62028,67397
60123,66134
60175,148200
60545,72577
60512,92845
60585,117374
61488,67108
61572,53250
60087,54699
61321,58304
61332,58304
62417,47274
61031,86319
61378,61848
61721,60833
62693,89794
60156,94189
60097,85244
60180,82778
61737,66949
62501,63008
62554,63008
62539,64359
62085,46910
61375,60696
61541,60129
62655,55510
62953,62076
62677,64501
61466,57737
62248,67934
62094,51764
62017,50753
62553,48275
62628,52666
62665,52666
62668,66562
61043,61426
61030,61643
61109,72290
61604,51551
61615,81728
61547,71067
61517,95382
62926,44819
61363,58049
62288,55243
62292,51765
62241,55243
61256,58187
62232,68470
62285,82367
62207,24665
62205,33578
62258,65735
62977,56789
62712,96939
62625,89794
62319,47089
62444,54425
62571,56987
62463,54425
61089,54408
61018,58487
61019,58487
61554,64400
61564,55257
61759,60833
62906,44819
61850,61117
61817,61117
61857,58270
62863,62478
62811,62478
61423,57850
61243,53303
60484,75675
62948,46700
62921,44303
62915,44303
61088,87041
2536,73837
2556,87410
2540,137764
2646,72599
1237,82492
1259,73593
1242,74265
1253,97076
1264,89918
1270,76920
1254,103371
1256,59863
1222,68666
2745,65550
2771,90193
2743,85627
1841,21257
1905,65470
1904,96929
1860,93952
1930,101971
1915,97922
1921,205696
1834,95694
1344,62158
1301,63473
1337,68075
1350,66481
1339,66481
1330,81555
1013,55439
1118,65527
1105,32440
1104,44829
1097,78391
2462,198237
1431,92672
1760,105255
2452,83545
2476,106612
2482,183181
2026,167905
2190,76244
2169,59317
2576,69060
2351,92323
2338,90234
2066,124797
2770,97976
2359,98059
2134,56938
2125,76707
2110,135832
2118,67099
1607,56349
1501,66293
1570,73385
1005,82443
1569,94218
1610,40539
1436,70270
1536,90088
1550,67123
1331,62349
1568,121357
2632,88910
2663,85200
2641,80493
2534,74722
2673,62343
2647,56686
2651,69598
1240,74265
1258,80635
1235,76920
1343,59863
2720,82667
2724,41596
2048,123655
2764,90293
2568,75369
2575,98198
1810,146136
1830,82119
1940,101001
1908,114621
1951,113098
1966,87119
1950,107396
1342,77805
1346,66481
1367,66481
1002,107410
1093,72441
1089,80913
1020,81113
1109,48750
1106,118600
1010,80919
1008,78391
1036,95494
1082,71554
2465,130094
2467,181826
1721,123302
2421,204052
1803,99573
2149,62086
1463,87094
1880,84276
1749,102514
2067,180799
2072,105356
2492,152858
2457,273410
2301,63823
2126,66171
2152,105993
2109,131516
1609,130013
1507,95752
1068,81314
1564,118111
1566,88088
1518,88088
1581,93098
1561,104486
1745,142895
1740,148233
1524,86614
1529,89180
1506,69508
2659,99647
2650,105609
2652,82652
2666,82652
2653,82231
2537,92489
2631,74242
1029,97076
1262,70741
1225,75268
2780,89894
2777,101257
2767,84721
2702,91631
2861,76306
2539,93684
1843,49680
1840,26119
1901,30703
1938,75757
1969,97895
1373,77805
1347,64302
1108,53708
1085,66187
1050,69798
1001,71430
1062,77612
1027,84966
1003,35122
2468,261788
1879,121609
1702,67932
2144,91838
2140,63735
2176,104712
2461,105844
1890,190508
2478,117994
1775,129281
1432,70683
2052,165393
2762,82637
2189,68235
2191,77791
2032,101594
2021,122190
2360,93117
2738,125277
2341,88018
2113,89678
2130,94407
2121,42330
2119,50192
2163,39216
1092,70157
1083,70157
1532,96082
1612,104408
1031,76417
1515,82821
1420,43488
1531,76417
2633,105609
2630,104500
2542,51101
2543,98198
2563,86838
2657,65486
2664,65809
2642,69598
1238,63262
1223,71205
1236,82103
1229,70741
2790,89226
2721,53746
2715,90293
1929,104200
1960,70864
1952,79692
1982,109102
1983,133663
1022,61833
1151,64121
1129,67527
1079,66738
1056,87185
1060,73225
1007,78710
1038,72430
1243,71506
1066,72430
1084,74723
1862,88889
1821,93029
1742,161725
2460,123298
2451,114865
1731,96489
1741,189989
1718,121293
2564,158043
2481,273410
2090,151920
2081,104569
2030,240516
2494,135202
2302,74185
2346,96081
2382,86543
2047,102029
2135,74071
2199,149006
1440,72263
1545,80631
1516,92223
1473,86554
1747,102045
1366,75287
1037,76417
1541,114763
1451,170089
1534,74845
1467,170089
1525,96920
1535,70880
2668,104500
2667,85200
2675,72236
2671,85699
2644,86838
1245,89918
1220,46186
2703,68677
2356,86530
2744,80204
2747,89419
2726,76114
2763,76033
2717,81930
2719,74058
2725,67216
1833,118921
1844,97273
1923,108505
1922,113098
1354,68075
1349,64302
1364,55109
1379,62158
1119,55582
1095,93161
1080,59536
1081,76368
1098,71506
1073,94452
1075,109422
1032,79797
1033,72897
1088,72430
2466,198237
2459,157749
1778,185063
1824,91415
2420,185957
1460,105216
2493,295215
1434,170089
2554,196577
2184,89660
2053,124686
2446,128345
2035,114801
2038,98201
2538,65896
2558,60628
2332,134498
2370,73917
2043,159371
2366,93117
2367,98668
2379,82158
2124,56586
2132,111851
2114,84445
2108,102046
2136,71669
2150,44134
1603,57497
1510,82637
1540,67703
1430,81388
1772,189771
1504,83333
1438,70270
1527,81611
1583,81772
1368,70298
1543,88574
2649,88846
2639,62346
2670,54887
1224,82492
2375,103059
2746,33353
2740,54884
2791,100425
1835,77130
1845,183867
1970,78807
1937,95821
1949,106395
1907,146029
1984,181581
1054,86679
1370,67204
1071,78391
1128,72035
1107,23795
1521,76368
1057,76762
1028,117818
1086,83650
1009,66738
1053,77612
2458,102739
1801,83509
1852,67827
1854,65298
1850,54821
1851,59931
2145,62076
1474,89897
2138,282681
2141,123145
1867,139954
2453,56264
2139,64745
1826,85168
1730,123378
1450,139771
2474,120050
1464,76269
1773,194749
1754,87443
2584,158043
2019,85842
2368,73542
2054,95458
2170,67561
2171,102403
2056,143328
2571,65896
2333,86600
2045,102475
2050,105162
2330,70232
2111,135832
2210,108000
1475,65500
1522,94440
1756,117692
1588,72367
1608,41564
1560,94984
1074,82443
1611,73700
1542,73700
1453,70322
1505,128553
1094,76417
1562,61783
2635,104492
2669,99647
2655,106884
2648,88673
2559,74722
2532,71117
2660,59841
2561,79039
2645,69671
2672,56686
1244,73593
1247,42842
1260,70741
1255,97076
1257,68666
2779,90842
2723,49098
2766,86554
2760,76033
2357,146319
2557,75431
1832,96305
1902,42709
1944,148623
1945,110703
1985,140802
1351,64302
1376,45669
1072,86679
1360,75985
1341,81555
1338,67204
1375,72441
1378,62158
1077,90194
1011,78391
1026,71506
1070,71506
1035,73974
2180,72135
1719,119845
1863,85787
1701,143309
2155,99049
1720,128675
2142,73180
1746,134607
2148,68009
1864,123681
1770,190251
1827,120674
2062,85481
2445,316998
2093,118493
2322,77495
2025,165671
2347,111735
2739,92713
2061,126322
2339,142723
2324,104136
2116,178481
2131,61717
2127,92359
2120,25827
2203,135049
1604,61607
1602,79782
1462,112925
1590,111158
1585,72998
1523,104486
1757,98542
1519,106808
2601,50948
2553,80941
2562,79039
2638,74824
2637,104500
2643,82231
1230,72709
1201,96866
1266,82103
1267,122384
1226,70592
2718,82795
2748,114692
2769,96539
2535,98198
2713,98198
1906,88002
1913,121375
1355,86679
1340,66481
1039,79797
1040,51533
1069,65802
1103,24336
1034,78391
1030,108590
1199,58760
1096,79797
1063,32047
1012,74723
2143,74686
1469,78475
2472,101790
1886,163256
1887,106224
1748,177879
1752,71161
1876,86334
1776,178683
2464,105844
2188,74829
2186,144780
2215,59013
2071,107840
2343,87012
2364,107596
2129,120868
2128,72309
2122,101925
2151,56278
1605,83182
1606,63220
1520,124518
1537,77944
1503,109928
1452,89101
1571,78195
1468,70270
21529,55584
21144,128280
21108,178535
21060,88648
21120,127434
21236,81270
21252,14020
21228,90364
20678,98237
20732,97040
21640,64654
21649,64654
21157,85665
21771,114554
21921,58294
21919,80324
21920,80978
20675,114477
20645,94062
21798,93017
21050,116483
21737,168201
21635,73514
20817,270713
20814,177389
20895,126525
20812,239014
20866,156727
20832,135897
20837,119250
20818,239014
20721,155229
20715,106356
21668,67897
21617,102108
21619,90078
20686,90351
20680,90351
20684,90351
21673,90113
21733,79120
21711,71770
21781,79120
21874,62886
21801,96417
21826,79742
21829,68130
21037,108488
21012,115876
21405,188780
20794,92398
20751,103711
21234,73075
21219,67102
21155,120866
21163,102743
21102,93620
21057,115173
21224,47115
21250,17364
21031,109565
21153,190587
21051,117567
20639,132852
21641,86916
21787,74396
21791,86252
21917,79813
20662,82824
20622,110873
21659,51041
21835,72964
21675,57256
21773,96434
21714,100015
21538,51735
21078,117594
21028,127902
21015,80084
21084,122066
21029,188965
20833,196980
21620,82159
20705,88987
20747,77934
20748,97890
20735,96643
20720,126665
20762,66016
20742,35196
20621,100345
20609,74986
21671,70321
21782,68507
21767,75807
21722,71770
21856,74441
21875,72503
21811,59593
21841,68130
21230,58961
21216,39470
21231,70548
21532,49432
21539,67360
21542,49432
21557,55848
21032,179107
20755,98358
21225,73875
20765,148896
21161,108046
21052,73834
20629,83981
21655,60111
21048,99737
21904,76069
20677,101350
20625,94062
21622,57256
21672,57256
21793,91644
21718,105933
20777,188965
20816,250836
20874,137851
20903,100467
20860,146430
20868,155461
20872,109204
20746,59619
20706,107533
21638,94211
21666,120790
20636,98886
20653,92150
21851,42806
21756,84865
21750,51120
21779,84865
21849,65891
21840,74441
21842,81726
21251,59528
21403,111374
21409,138674
21076,96534
20776,148896
21208,51452
21237,62586
21206,55944
21220,75332
21136,138839
21227,69528
21222,55775
21239,60774
20689,120570
21776,92658
20693,101350
20664,94062
20695,98177
20617,124096
21677,98138
21869,57256
21626,57256
21634,98138
21710,95189
21703,99795
21777,99795
21702,112224
21719,62123
21727,65215
21523,51735
21047,117534
21132,108046
21005,56715
21036,230523
21046,97199
21667,77860
20886,91340
20854,270678
20906,107302
20912,94307
20852,112747
20882,176197
20899,68727
20623,133107
20708,94272
20772,95322
20710,62933
21607,67897
21623,82696
20667,73280
20619,86997
20628,90351
20618,74986
20670,62652
21817,39958
21821,46958
21871,61790
21601,82193
21625,77699
21612,103240
21653,148688
21865,74441
21830,74441
21217,31265
21202,21307
21223,34150
21502,47226
21545,52951
21555,47730
21543,49432
20779,105055
21226,41104
21402,141218
21077,113868
20758,105055
20754,118854
21244,70441
21212,185853
21013,117567
21030,111373
21085,75015
20685,121316
20657,83981
21757,93017
21912,80324
21916,58294
21930,80324
20632,118092
20659,91643
20658,93096
20612,127459
21631,72964
21648,98138
21669,98138
21704,139058
21790,99795
21769,110022
21770,108773
21788,82244
21705,65466
21520,55199
21550,46170
21001,73069
21034,85911
21160,95145
21130,73069
21723,168201
20723,145330
21645,77860
20878,161526
20877,94488
20901,133304
20815,289628
20880,108533
20841,197954
20744,103905
20743,70855
20782,64827
20722,60958
20745,77328
21657,91078
20634,86997
20690,122429
21654,90113
21665,70321
21652,103240
21734,75671
21810,74441
21872,80794
21524,55584
21562,46868
21054,97080
21140,129815
21133,100085
21204,182396
21093,114620
21128,111667
21111,190629
21215,35820
21152,184723
21074,86528
21105,98155
21131,190629
21903,71924
21901,67842
21915,77424
20640,93096
21613,57256
21778,83911
21774,107104
20842,197954
21716,65002
21783,80278
21536,63906
21561,51735
21014,80150
21040,85845
21017,85845
21154,95145
21075,82670
21042,179183
21044,125135
21794,174200
20759,191510
20763,103660
21651,70964
21650,73514
20850,143393
20853,149001
20855,155438
20904,113582
20905,155461
20902,72198
20838,197954
20862,196980
20740,70372
20781,62933
20784,75461
20692,122429
20620,122429
21853,68318
21890,32419
21624,70321
21647,70321
21662,148688
21742,69652
21795,53630
21850,65891
21814,74441
21804,106295
21211,57046
21530,47730
21766,47730
20724,105427
21061,68112
21035,152190
20711,88712
20764,103711
20778,103711
20733,104985
20736,127137
21053,127434
21286,144096
21162,97764
21117,59709
21082,117567
21229,48561
21104,136858
20688,83981
20615,121316
21629,58770
21632,47685
21660,67197
21784,91052
21158,80554
21913,80324
21914,67842
21902,71924
20646,113078
20611,118092
20601,82267
20616,91791
20637,127459
21664,72964
21701,109609
21762,114857
21522,63906
21531,55199
21009,61027
21010,56715
21738,168201
21045,105130
21661,58946
21610,77860
20876,133564
20861,146430
20707,122876
20608,66352
20770,71987
20785,66603
20737,68549
20716,118096
21628,70964
21644,67897
20674,122429
20650,91709
20626,74986
20630,122429
20624,91643
21838,58797
21867,61790
21822,38095
21824,46958
21866,46958
21663,103240
21740,55658
21837,70314
21861,70314
21802,45533
21863,68130
21864,72447
21813,80794
21862,80794
21205,40721
21213,45376
21521,67360
21540,46868
21113,123629
21401,134408
21114,100520
20714,105055
21090,96534
21122,88786
21056,129197
21146,135570
20701,101282
21209,84789
21087,103687
21221,91427
21207,76201
21156,103687
