GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008
"G12919","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12919",,,,,"ZCTA5 12919",,3037,3037,2951,3,10,26,1,4,42
"G12920","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12920",,,,,"ZCTA5 12920",,2842,2842,2659,126,15,5,6,14,17
"G12921","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12921",,,,,"ZCTA5 12921",,2410,2410,2354,20,3,12,0,3,18
"G12922","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12922",,,,,"ZCTA5 12922",,65,65,64,0,1,0,0,0,0
"G12923","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12923",,,,,"ZCTA5 12923",,632,632,606,2,2,2,0,2,18
"G12924","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12924",,,,,"ZCTA5 12924",,158,158,157,1,0,0,0,0,0
"G12926","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12926",,,,,"ZCTA5 12926",,2208,2208,2143,4,19,6,1,8,27
"G12927","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12927",,,,,"ZCTA5 12927",,224,224,223,0,1,0,0,0,0
"G12928","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12928",,,,,"ZCTA5 12928",,2028,2028,1982,3,0,18,0,11,14
"G12929","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12929",,,,,"ZCTA5 12929",,3938,3938,2056,1649,28,20,0,157,28
"G12930","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12930",,,,,"ZCTA5 12930",,634,634,618,1,3,3,0,0,9
"G12932","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12932",,,,,"ZCTA5 12932",,1236,1236,1201,4,4,5,3,4,15
"G12933","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12933",,,,,"ZCTA5 12933",,17,17,17,0,0,0,0,0,0
"G12934","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12934",,,,,"ZCTA5 12934",,1074,1074,1060,2,4,5,0,0,3
"G12935","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12935",,,,,"ZCTA5 12935",,1748,1748,1635,73,4,2,0,7,27
"G12936","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12936",,,,,"ZCTA5 12936",,599,599,591,0,0,2,0,0,6
"G12937","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12937",,,,,"ZCTA5 12937",,1572,1572,1322,9,174,1,0,0,66
"G12939","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12939",,,,,"ZCTA5 12939",,205,205,196,1,0,3,0,2,3
"G12941","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12941",,,,,"ZCTA5 12941",,1428,1428,1398,9,7,1,0,1,12
"G12942","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12942",,,,,"ZCTA5 12942",,646,646,635,2,2,4,0,1,2
"G12943","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12943",,,,,"ZCTA5 12943",,459,459,444,0,0,4,0,1,10
"G12944","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12944",,,,,"ZCTA5 12944",,4080,4080,3981,18,9,19,0,4,49
"G12945","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12945",,,,,"ZCTA5 12945",,638,638,616,3,2,2,0,0,15
"G12946","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12946",,,,,"ZCTA5 12946",,5492,5492,5290,34,11,84,2,9,62
"G12950","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12950",,,,,"ZCTA5 12950",,929,929,883,31,1,2,0,5,7
"G12952","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12952",,,,,"ZCTA5 12952",,546,546,526,6,3,2,0,4,5
"G12953","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12953",,,,,"ZCTA5 12953",,15836,15836,12476,2699,131,90,0,322,118
"G12955","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12955",,,,,"ZCTA5 12955",,381,381,368,0,3,2,0,0,8
"G12956","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12956",,,,,"ZCTA5 12956",,1259,1259,1171,61,1,3,0,12,11
"G12957","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12957",,,,,"ZCTA5 12957",,1726,1726,1652,4,34,16,0,1,19
"G12958","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12958",,,,,"ZCTA5 12958",,1929,1929,1902,3,6,7,0,0,11
"G12959","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12959",,,,,"ZCTA5 12959",,1369,1369,1330,5,20,3,1,2,8
"G12960","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12960",,,,,"ZCTA5 12960",,1148,1148,1119,5,2,6,0,4,12
"G12961","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12961",,,,,"ZCTA5 12961",,180,180,179,0,0,0,0,0,1
"G12962","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12962",,,,,"ZCTA5 12962",,5499,5499,5369,39,4,24,3,13,47
"G12964","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12964",,,,,"ZCTA5 12964",,161,161,160,1,0,0,0,0,0
"G12965","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12965",,,,,"ZCTA5 12965",,516,516,503,4,0,0,0,7,2
"G12966","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12966",,,,,"ZCTA5 12966",,2915,2915,2836,13,9,4,0,9,44
"G12967","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12967",,,,,"ZCTA5 12967",,1223,1223,1195,4,8,1,0,2,13
"G12969","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12969",,,,,"ZCTA5 12969",,423,423,408,1,5,2,0,1,6
"G12970","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12970",,,,,"ZCTA5 12970",,963,963,908,26,6,9,1,4,9
"G12972","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12972",,,,,"ZCTA5 12972",,6364,6364,6126,103,5,39,2,18,71
"G12973","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12973",,,,,"ZCTA5 12973",,187,187,187,0,0,0,0,0,0
"G12974","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12974",,,,,"ZCTA5 12974",,1599,1599,1563,4,0,5,0,8,19
"G12975","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12975",,,,,"ZCTA5 12975",,265,265,261,0,0,3,0,0,1
"G12976","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12976",,,,,"ZCTA5 12976",,260,260,257,0,0,0,0,0,3
"G12977","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12977",,,,,"ZCTA5 12977",,1753,1753,580,833,37,21,3,225,54
"G12978","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12978",,,,,"ZCTA5 12978",,403,403,386,5,0,0,0,0,12
"G12979","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12979",,,,,"ZCTA5 12979",,2304,2304,2217,19,4,32,1,7,24
"G12980","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12980",,,,,"ZCTA5 12980",,1304,1304,1272,3,12,1,0,0,16
"G12981","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12981",,,,,"ZCTA5 12981",,2253,2253,2185,3,11,8,1,5,40
"G12983","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12983",,,,,"ZCTA5 12983",,7494,7494,7178,91,48,53,0,12,112
"G12985","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12985",,,,,"ZCTA5 12985",,1072,1072,1050,6,1,1,0,5,9
"G12986","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12986",,,,,"ZCTA5 12986",,6120,6120,5866,150,32,17,1,14,40
"G12987","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12987",,,,,"ZCTA5 12987",,201,201,189,2,0,1,1,3,5
"G12989","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12989",,,,,"ZCTA5 12989",,1010,1010,988,0,8,0,1,1,12
"G12992","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12992",,,,,"ZCTA5 12992",,4778,4778,4660,30,11,21,2,13,41
"G12993","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12993",,,,,"ZCTA5 12993",,1623,1623,1584,8,1,9,0,3,18
"G12996","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12996",,,,,"ZCTA5 12996",,2086,2086,2035,9,5,5,0,1,31
"G12997","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12997",,,,,"ZCTA5 12997",,1239,1239,1215,5,1,9,0,0,9
"G12998","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12998",,,,,"ZCTA5 12998",,526,526,507,10,5,1,0,0,3
"G13020","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13020",,,,,"ZCTA5 13020",,150,150,138,1,0,1,0,0,10
"G13021","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13021",,,,,"ZCTA5 13021",,39506,39506,36585,1374,123,228,16,209,971
"G13024","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13024",,,,,"ZCTA5 13024",,1733,1733,504,1058,14,6,0,145,6
"G13026","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13026",,,,,"ZCTA5 13026",,1914,1914,1811,25,4,20,0,11,43
"G13027","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13027",,,,,"ZCTA5 13027",,31637,31637,30215,380,109,332,7,109,485
"G13028","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13028",,,,,"ZCTA5 13028",,1350,1350,1319,4,5,2,0,2,18
"G13029","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13029",,,,,"ZCTA5 13029",,7109,7109,6834,64,33,50,0,15,113
"G13030","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13030",,,,,"ZCTA5 13030",,3892,3892,3758,29,28,24,2,5,46
"G13031","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13031",,,,,"ZCTA5 13031",,15551,15551,14752,259,54,215,6,65,200
"G13032","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13032",,,,,"ZCTA5 13032",,12790,12790,12349,102,87,47,0,32,173
"G13033","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13033",,,,,"ZCTA5 13033",,3556,3556,3471,12,13,3,2,2,53
"G13034","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13034",,,,,"ZCTA5 13034",,1989,1989,1957,6,3,6,0,3,14
"G13035","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13035",,,,,"ZCTA5 13035",,8617,8617,8343,78,20,54,0,30,92
"G13036","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13036",,,,,"ZCTA5 13036",,8680,8680,8444,25,42,37,0,17,115
"G13037","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13037",,,,,"ZCTA5 13037",,8897,8897,8607,70,40,35,0,13,132
"G13039","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13039",,,,,"ZCTA5 13039",,17537,17537,16650,340,42,212,10,70,213
"G13040","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13040",,,,,"ZCTA5 13040",,2758,2758,2677,14,10,8,0,14,35
"G13041","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13041",,,,,"ZCTA5 13041",,10705,10705,9445,574,64,326,4,71,221
"G13042","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13042",,,,,"ZCTA5 13042",,2356,2356,2297,5,16,13,0,4,21
"G13044","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13044",,,,,"ZCTA5 13044",,2512,2512,2468,3,8,7,0,4,22
"G13045","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13045",,,,,"ZCTA5 13045",,30112,30112,28217,673,87,326,4,191,614
"G13051","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13051",,,,,"ZCTA5 13051",,153,153,142,2,0,2,0,0,7
"G13052","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13052",,,,,"ZCTA5 13052",,1679,1679,1652,4,5,4,0,2,12
"G13053","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13053",,,,,"ZCTA5 13053",,5015,5015,4608,196,12,46,1,68,84
"G13054","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13054",,,,,"ZCTA5 13054",,1582,1582,1544,0,11,9,0,3,15
"G13057","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13057",,,,,"ZCTA5 13057",,14992,14992,14046,299,83,236,6,49,273
"G13060","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13060",,,,,"ZCTA5 13060",,2806,2806,2704,5,14,9,1,33,40
"G13061","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13061",,,,,"ZCTA5 13061",,1040,1040,1023,1,4,0,1,5,6
"G13062","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13062",,,,,"ZCTA5 13062",,173,173,160,3,0,4,0,0,6
"G13063","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13063",,,,,"ZCTA5 13063",,1898,1898,1839,6,13,6,2,13,19
"G13064","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13064",,,,,"ZCTA5 13064",,64,64,64,0,0,0,0,0,0
"G13066","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13066",,,,,"ZCTA5 13066",,12390,12390,11408,218,14,500,1,41,208
"G13068","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13068",,,,,"ZCTA5 13068",,5368,5368,5041,99,12,32,2,31,151
"G13069","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13069",,,,,"ZCTA5 13069",,24931,24931,24020,176,106,93,4,147,385
"G13071","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13071",,,,,"ZCTA5 13071",,1023,1023,995,8,0,4,0,7,9
"G13072","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13072",,,,,"ZCTA5 13072",,1123,1123,1001,99,5,9,0,4,5
"G13073","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13073",,,,,"ZCTA5 13073",,6423,6423,6183,58,22,46,1,20,93
"G13074","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13074",,,,,"ZCTA5 13074",,4488,4488,4374,20,17,8,0,17,52
"G13076","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13076",,,,,"ZCTA5 13076",,2393,2393,2342,5,9,7,0,4,26
"G13077","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13077",,,,,"ZCTA5 13077",,6735,6735,6512,33,12,52,7,38,81
"G13078","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13078",,,,,"ZCTA5 13078",,9866,9866,8573,410,82,579,2,58,162
"G13080","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13080",,,,,"ZCTA5 13080",,3631,3631,3539,16,13,20,0,13,30
"G13081","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13081",,,,,"ZCTA5 13081",,1169,1169,1106,3,2,4,5,27,22
"G13082","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13082",,,,,"ZCTA5 13082",,4871,4871,4756,21,19,12,4,13,46
"G13083","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13083",,,,,"ZCTA5 13083",,1809,1809,1771,6,3,7,0,7,15
"G13084","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13084",,,,,"ZCTA5 13084",,4409,4409,4120,29,127,32,4,12,85
"G13087","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13087",,,,,"ZCTA5 13087",,168,168,166,1,0,0,0,1,0
"G13088","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13088",,,,,"ZCTA5 13088",,22156,22156,19833,893,93,749,7,119,462
"G13090","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13090",,,,,"ZCTA5 13090",,30124,30124,26890,1426,108,776,8,177,739
"G13092","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13092",,,,,"ZCTA5 13092",,2606,2606,2506,15,16,23,1,19,26
"G13101","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13101",,,,,"ZCTA5 13101",,2508,2508,2433,15,8,4,0,3,45
"G13102","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13102",,,,,"ZCTA5 13102",,85,85,82,1,0,1,0,0,1
"G13103","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13103",,,,,"ZCTA5 13103",,326,326,311,2,4,0,0,3,6
"G13104","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13104",,,,,"ZCTA5 13104",,15567,15567,14189,236,29,841,3,36,233
"G13108","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13108",,,,,"ZCTA5 13108",,6175,6175,6029,21,18,38,0,8,61
"G13110","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13110",,,,,"ZCTA5 13110",,2338,2338,2283,7,19,9,0,5,15
"G13111","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13111",,,,,"ZCTA5 13111",,1700,1700,1644,8,14,5,0,3,26
"G13112","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13112",,,,,"ZCTA5 13112",,1973,1973,1927,10,4,2,1,9,20
"G13113","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13113",,,,,"ZCTA5 13113",,287,287,274,0,1,0,0,5,7
"G13114","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13114",,,,,"ZCTA5 13114",,6356,6356,6182,26,36,15,0,22,75
"G13115","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13115",,,,,"ZCTA5 13115",,224,224,219,0,1,0,0,0,4
"G13116","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13116",,,,,"ZCTA5 13116",,3457,3457,3297,25,23,68,0,9,35
"G13117","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13117",,,,,"ZCTA5 13117",,188,188,185,0,1,1,0,1,0
"G13118","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13118",,,,,"ZCTA5 13118",,6382,6382,5630,589,29,17,2,81,34
"G13120","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13120",,,,,"ZCTA5 13120",,2328,2328,1523,148,570,11,1,13,62
"G13122","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13122",,,,,"ZCTA5 13122",,1174,1174,1148,5,3,3,6,1,8
"G13123","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13123",,,,,"ZCTA5 13123",,314,314,307,0,4,2,0,1,0
"G13124","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13124",,,,,"ZCTA5 13124",,124,124,124,0,0,0,0,0,0
"G13126","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13126",,,,,"ZCTA5 13126",,37205,37205,35269,553,94,440,10,332,507
"G13131","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13131",,,,,"ZCTA5 13131",,3895,3895,3778,25,21,14,0,5,52
"G13132","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13132",,,,,"ZCTA5 13132",,4244,4244,4116,25,34,18,1,5,45
"G13134","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13134",,,,,"ZCTA5 13134",,119,119,107,8,0,0,0,0,4
"G13135","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13135",,,,,"ZCTA5 13135",,6617,6617,6362,30,51,40,2,23,109
"G13136","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13136",,,,,"ZCTA5 13136",,534,534,523,1,0,0,0,4,6
"G13138","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13138",,,,,"ZCTA5 13138",,61,61,58,0,3,0,0,0,0
"G13140","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13140",,,,,"ZCTA5 13140",,4488,4488,4359,31,10,3,1,20,64
"G13141","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13141",,,,,"ZCTA5 13141",,596,596,589,1,3,2,0,0,1
"G13142","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13142",,,,,"ZCTA5 13142",,6451,6451,6313,24,29,15,0,17,53
"G13143","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13143",,,,,"ZCTA5 13143",,2873,2873,2575,166,23,23,0,27,59
"G13144","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13144",,,,,"ZCTA5 13144",,1531,1531,1469,17,13,4,0,2,26
"G13145","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13145",,,,,"ZCTA5 13145",,1926,1926,1875,6,11,12,0,5,17
"G13146","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13146",,,,,"ZCTA5 13146",,2443,2443,2344,27,3,7,0,24,38
"G13147","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13147",,,,,"ZCTA5 13147",,1281,1281,1189,8,1,3,1,68,11
"G13148","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13148",,,,,"ZCTA5 13148",,10750,10750,10247,117,42,152,1,48,143
"G13152","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13152",,,,,"ZCTA5 13152",,7941,7941,7791,13,20,48,7,12,50
"G13153","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13153",,,,,"ZCTA5 13153",,399,399,384,4,1,3,0,4,3
"G13155","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13155",,,,,"ZCTA5 13155",,663,663,646,3,3,3,0,3,5
"G13156","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13156",,,,,"ZCTA5 13156",,2000,2000,1960,5,13,4,0,0,18
"G13157","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13157",,,,,"ZCTA5 13157",,695,695,685,6,1,2,0,0,1
"G13158","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13158",,,,,"ZCTA5 13158",,1855,1855,1794,8,4,8,0,3,38
"G13159","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13159",,,,,"ZCTA5 13159",,5184,5184,4985,54,16,52,0,20,57
"G13160","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13160",,,,,"ZCTA5 13160",,2027,2027,1927,20,2,16,2,40,20
"G13162","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13162",,,,,"ZCTA5 13162",,385,385,374,4,1,1,0,1,4
"G13163","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13163",,,,,"ZCTA5 13163",,339,339,324,4,2,0,0,1,8
"G13164","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13164",,,,,"ZCTA5 13164",,2338,2338,2240,27,14,16,0,17,24
"G13165","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13165",,,,,"ZCTA5 13165",,10741,10741,10385,110,15,38,0,33,160
"G13166","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13166",,,,,"ZCTA5 13166",,5610,5610,5458,20,18,24,1,13,76
"G13167","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13167",,,,,"ZCTA5 13167",,3342,3342,3270,12,15,8,0,1,36
"G13202","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13202",,,,,"ZCTA5 13202",,5438,5438,1633,3063,52,305,2,132,251
"G13203","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13203",,,,,"ZCTA5 13203",,16029,16029,9788,3420,214,1316,4,330,957
"G13204","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13204",,,,,"ZCTA5 13204",,19931,19931,11350,5263,339,113,10,1447,1409
"G13205","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13205",,,,,"ZCTA5 13205",,19201,19201,6731,10660,263,489,2,310,746
"G13206","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13206",,,,,"ZCTA5 13206",,16443,16443,12747,2236,167,290,2,227,774
"G13207","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13207",,,,,"ZCTA5 13207",,13897,13897,7018,5477,174,90,0,332,806
"G13208","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13208",,,,,"ZCTA5 13208",,22854,22854,14585,3819,300,2429,7,408,1306
"G13209","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13209",,,,,"ZCTA5 13209",,13243,13243,12457,180,135,91,6,89,285
"G13210","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13210",,,,,"ZCTA5 13210",,27606,27606,17369,5570,135,2931,13,579,1009
"G13211","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13211",,,,,"ZCTA5 13211",,6517,6517,5845,300,59,52,0,93,168
"G13212","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13212",,,,,"ZCTA5 13212",,20356,20356,18972,500,115,248,8,126,387
"G13214","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13214",,,,,"ZCTA5 13214",,8793,8793,7075,1036,30,320,4,93,235
"G13215","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13215",,,,,"ZCTA5 13215",,15245,15245,14147,516,104,201,3,73,201
"G13219","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13219",,,,,"ZCTA5 13219",,15363,15363,14576,279,74,150,4,67,213
"G13224","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13224",,,,,"ZCTA5 13224",,8891,8891,4609,3403,53,267,4,196,359
"G13290","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13290",,,,,"ZCTA5 13290",,0,0,0,0,0,0,0,0,0
"G13301","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13301",,,,,"ZCTA5 13301",,98,98,96,0,0,1,0,0,1
"G13302","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13302",,,,,"ZCTA5 13302",,1610,1610,1538,8,12,3,0,16,33
"G13303","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13303",,,,,"ZCTA5 13303",,1153,1153,1130,4,1,11,0,2,5
"G13304","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13304",,,,,"ZCTA5 13304",,1684,1684,1639,9,4,18,0,0,14
