"county"	"state"	"region"	"population2000"	"black2000"	"white2000"	"medianincome2000"	"poverty2000"	"blue2000"	"red2000"	"population2008"	"black2008"	"white2008"	"medianincome2008"	"poverty2008"	"blue2008"	"red2008"	"population2010"	"black2010"	"white2010"	"medianincome2010"	"poverty2010"	"blue2010"	"red2010"	"blue2012"	"red2012"
"31063"	"nebraska"	"west_north_central"	3099	0.00097	0.9829	34290	0.11262	0.17516	0.7911	2756	0	0.98367	42172	0.11248	0.24858	0.73647	2756	0	0.98367	42172	0.11248	0.24858	0.73647	0.267932489451477	0.706751054852321
"31065"	"nebraska"	"west_north_central"	5324	0.00075	0.98216	32040	0.11101	0.21966	0.76059	4959	0.00202	0.96874	40070	0.1218	0.23883	0.74098	4959	0.00202	0.96874	40070	0.1218	0.23883	0.74098	0.190519187358916	0.797742663656885
"31067"	"nebraska"	"west_north_central"	22993	0.00317	0.97695	36149	0.08655	0.36987	0.58258	22311	0.00323	0.96858	42132	0.11142	0.44026	0.53494	22311	0.00323	0.96858	42132	0.11142	0.44026	0.53494	0.405150753768844	0.572654941373534
"31069"	"nebraska"	"west_north_central"	2292	0.00131	0.98342	27870	0.1418	0.16653	0.78999	2057	0.00194	0.96597	33572	0.11765	0.24868	0.74165	2057	0.00194	0.96597	33572	0.11765	0.24868	0.74165	0.222426470588235	0.761948529411765
"31071"	"nebraska"	"west_north_central"	1902	0	0.98791	29295	0.11725	0.20976	0.74559	2049	0.00146	0.99219	41393	0.10737	0.20583	0.7767	2049	0.00146	0.99219	41393	0.10737	0.20583	0.7767	0.158405172413793	0.821120689655172
"31073"	"nebraska"	"west_north_central"	2143	0	0.98787	38594	0.07606	0.22485	0.74655	2044	0.00391	0.97065	49336	0.08464	0.24809	0.74046	2044	0.00391	0.97065	49336	0.08464	0.24809	0.74046	0.235897435897436	0.750769230769231
"31075"	"nebraska"	"west_north_central"	747	0	0.98795	34553	0.09906	0.12727	0.84156	614	0	0.98371	41527	0.09772	0.11172	0.86649	614	0	0.98371	41527	0.09772	0.11172	0.86649	0.0826446280991736	0.887052341597796
"31077"	"nebraska"	"west_north_central"	2714	0.00663	0.97937	30073	0.12528	0.31756	0.64046	2538	0.0063	0.97636	36447	0.11781	0.38198	0.59633	2538	0.0063	0.97636	36447	0.11781	0.38198	0.59633	0.287891617273497	0.69432684165961
"31079"	"nebraska"	"west_north_central"	53534	0.00364	0.88667	37491	0.10164	0.32093	0.63642	58607	0.01746	0.82606	44487	0.11755	0.36928	0.61008	58607	0.01746	0.82606	44487	0.11755	0.36928	0.61008	0.353481060798134	0.629379848892044
"31081"	"nebraska"	"west_north_central"	9403	0.00181	0.98426	42310	0.07327	0.23736	0.72389	9124	0.00208	0.98148	50850	0.07431	0.27756	0.70619	9124	0.00208	0.98148	50850	0.07431	0.27756	0.70619	0.235489220563847	0.742537313432836
"31083"	"nebraska"	"west_north_central"	3786	0.00132	0.98864	32031	0.10592	0.2365	0.73326	3423	0.00029	0.98364	41112	0.11452	0.22763	0.75255	3423	0.00029	0.98364	41112	0.11452	0.22763	0.75255	0.196338383838384	0.787878787878788
"31085"	"nebraska"	"west_north_central"	1068	0.00187	0.97191	28792	0.1264	0.11559	0.85114	967	0	0.97104	39449	0.16236	0.15371	0.83363	967	0	0.97104	39449	0.16236	0.15371	0.83363	0.0934579439252336	0.88411214953271
"31087"	"nebraska"	"west_north_central"	3111	0.00096	0.98361	29673	0.1334	0.21081	0.76081	2908	0.00241	0.97627	36821	0.1293	0.25091	0.72589	2908	0.00241	0.97627	36821	0.1293	0.25091	0.72589	0.178263369752731	0.79700977573318
"31089"	"nebraska"	"west_north_central"	11551	0.00035	0.98857	32005	0.12354	0.1706	0.79734	10435	0.00153	0.97096	38997	0.11605	0.21894	0.75312	10435	0.00153	0.97096	38997	0.11605	0.21894	0.75312	0.181511897241525	0.797852179406191
"31091"	"nebraska"	"west_north_central"	783	0	0.98723	29605	0.106	0.18093	0.77506	736	0	0.98913	35638	0.08967	0.17123	0.8105	736	0	0.98913	35638	0.08967	0.17123	0.8105	0.149746192893401	0.83756345177665
"31093"	"nebraska"	"west_north_central"	6567	0.00305	0.9869	34850	0.10081	0.33781	0.62257	6274	0.00239	0.97577	42978	0.11189	0.36148	0.61649	6274	0.00239	0.97577	42978	0.11189	0.36148	0.61649	0.320028011204482	0.661764705882353
"31095"	"nebraska"	"west_north_central"	8333	0.00072	0.98416	33866	0.09636	0.35378	0.61113	7547	0.00318	0.97032	40452	0.10706	0.41114	0.56884	7547	0.00318	0.97032	40452	0.10706	0.41114	0.56884	0.346896955503513	0.631147540983607
"31097"	"nebraska"	"west_north_central"	4488	0.00111	0.93538	33914	0.09269	0.37595	0.57292	5217	0.05329	0.87138	41092	0.0876	0.43318	0.54123	5217	0.05329	0.87138	41092	0.0876	0.43318	0.54123	0.384054448225571	0.594555177442878
"31099"	"nebraska"	"west_north_central"	6882	0.0016	0.9782	40064	0.07222	0.21781	0.74728	6489	0.00185	0.96841	51165	0.08491	0.2781	0.70603	6489	0.00185	0.96841	51165	0.08491	0.2781	0.70603	0.241128010139417	0.741761723700887
"31101"	"nebraska"	"west_north_central"	8875	0.00079	0.96755	33832	0.10456	0.20213	0.76721	8368	0.00215	0.95662	39587	0.1054	0.24546	0.74143	8368	0.00215	0.95662	39587	0.1054	0.24546	0.74143	0.228514654744163	0.754098360655738
"31103"	"nebraska"	"west_north_central"	983	0	0.9939	26157	0.17091	0.15205	0.82261	824	0	0.9915	32585	0.22694	0.21576	0.76735	824	0	0.9915	32585	0.22694	0.21576	0.76735	0.166320166320166	0.814968814968815
"31105"	"nebraska"	"west_north_central"	4089	0.0022	0.96992	32158	0.11665	0.20824	0.75769	3821	0.00157	0.9419	39396	0.10913	0.24241	0.74324	3821	0.00157	0.9419	39396	0.10913	0.24241	0.74324	0.234834834834835	0.733933933933934
"31107"	"nebraska"	"west_north_central"	9374	0.00085	0.91626	28678	0.13601	0.26068	0.69985	8701	0.00092	0.89105	35292	0.1455	0.3073	0.66797	8701	0.00092	0.89105	35292	0.1455	0.3073	0.66797	0.262764632627646	0.71681195516812
"31109"	"nebraska"	"west_north_central"	250291	0.02818	0.90066	42970	0.08049	0.41678	0.51818	285407	0.03476	0.87109	47915	0.09841	0.5156	0.4659	285407	0.03476	0.87109	47915	0.09841	0.5156	0.4659	0.486745775368083	0.496542376182978
"31111"	"nebraska"	"west_north_central"	34632	0.00543	0.94696	38543	0.10017	0.34438	0.61003	36288	0.00722	0.94326	45183	0.09284	0.31001	0.66456	36288	0.00722	0.94326	45183	0.09284	0.31001	0.66456	0.28494694091445	0.690750687802961
"31113"	"nebraska"	"west_north_central"	774	0.00129	0.98579	34571	0.11499	0.14563	0.81553	763	0.00131	0.98427	38810	0.10092	0.19471	0.78606	763	0.00131	0.98427	38810	0.10092	0.19471	0.78606	0.157772621809745	0.825986078886311
"31115"	"nebraska"	"west_north_central"	712	0	0.98876	26558	0.15309	0.22222	0.75132	632	0.00158	0.98892	32989	0.17247	0.21883	0.76845	632	0.00158	0.98892	32989	0.17247	0.21883	0.76845	0.174157303370787	0.814606741573034
"31117"	"nebraska"	"west_north_central"	533	0	0.97936	27681	0.13133	0.15947	0.81063	539	0.00371	0.98145	38192	0.12245	0.15358	0.81911	539	0.00371	0.98145	38192	0.12245	0.15358	0.81911	0.141379310344828	0.817241379310345
"31119"	"nebraska"	"west_north_central"	35226	0.00937	0.9135	38849	0.09317	0.21567	0.74971	34876	0.01273	0.88175	42920	0.11429	0.29491	0.68743	34876	0.01273	0.88175	42920	0.11429	0.29491	0.68743	0.249259917110716	0.730757844878626
"31121"	"nebraska"	"west_north_central"	8204	0.00219	0.98318	36073	0.08301	0.25389	0.71257	7845	0.00191	0.9624	45528	0.09675	0.28738	0.69222	7845	0.00191	0.9624	45528	0.09675	0.28738	0.69222	0.266415967601967	0.716517211455019
"31123"	"nebraska"	"west_north_central"	5440	0.00074	0.93676	31360	0.14044	0.21515	0.74696	5042	0.00238	0.91234	38485	0.1307	0.23692	0.73373	5042	0.00238	0.91234	38485	0.1307	0.23692	0.73373	0.20910780669145	0.770446096654275
"31125"	"nebraska"	"west_north_central"	4038	0	0.9839	31731	0.12283	0.2985	0.66366	3735	0.00214	0.97965	40644	0.12021	0.32162	0.65378	3735	0.00214	0.97965	40644	0.12021	0.32162	0.65378	0.297381546134663	0.684538653366584
"31127"	"nebraska"	"west_north_central"	7576	0.00356	0.97598	35386	0.09556	0.31552	0.64619	7248	0.00869	0.96937	41160	0.109	0.35694	0.61428	7248	0.00869	0.96937	41160	0.109	0.35694	0.61428	0.348368522072937	0.633077415227127
"31129"	"nebraska"	"west_north_central"	5057	2e-04	0.98912	30504	0.10421	0.26361	0.69628	4500	0.00133	0.974	34894	0.12956	0.29581	0.67447	4500	0.00133	0.974	34894	0.12956	0.29581	0.67447	0.261290322580645	0.720276497695853
"31131"	"nebraska"	"west_north_central"	15396	0.00286	0.97421	39133	0.07827	0.33143	0.62714	15740	0.00476	0.94867	46921	0.09257	0.41103	0.56867	15740	0.00476	0.94867	46921	0.09257	0.41103	0.56867	0.368139029688631	0.612020275162925
"31133"	"nebraska"	"west_north_central"	3087	0	0.98866	30229	0.11597	0.34365	0.61685	2773	0.00325	0.97656	36611	0.11756	0.34899	0.62066	2773	0.00325	0.97656	36611	0.11756	0.34899	0.62066	0.297744360902256	0.674436090225564
"31135"	"nebraska"	"west_north_central"	3200	0.00031	0.97688	35660	0.10625	0.16736	0.80579	2970	0.0037	0.97104	48655	0.10202	0.21831	0.76901	2970	0.0037	0.97104	48655	0.10202	0.21831	0.76901	0.170381020848311	0.814521926671459
"31137"	"nebraska"	"west_north_central"	9747	0.00113	0.97794	39557	0.08546	0.20186	0.77264	9188	0.00141	0.96855	46567	0.10035	0.23474	0.75117	9188	0.00141	0.96855	46567	0.10035	0.23474	0.75117	0.20179889298893	0.777675276752767
"31139"	"nebraska"	"west_north_central"	7857	0.00076	0.98651	34679	0.09457	0.17768	0.7899	7266	0.00193	0.98362	45988	0.0951	0.24272	0.73931	7266	0.00193	0.98362	45988	0.0951	0.24272	0.73931	0.186584651435267	0.792911540714704
"31141"	"nebraska"	"west_north_central"	31662	0.00351	0.9429	41757	0.07179	0.20313	0.76686	32237	0.0045	0.90024	46400	0.07588	0.28286	0.69844	32237	0.0045	0.90024	46400	0.07588	0.28286	0.69844	0.233602536040456	0.751981281606159
"31143"	"nebraska"	"west_north_central"	5639	0.00018	0.98918	39029	0.07005	0.23345	0.7367	5406	0.00111	0.97891	48898	0.07122	0.26268	0.71648	5406	0.00111	0.97891	48898	0.07122	0.26268	0.71648	0.21545380212592	0.771054783319706
"31145"	"nebraska"	"west_north_central"	11448	0.00157	0.97545	33942	0.10072	0.23642	0.73234	11055	0.00733	0.95993	40572	0.10041	0.24108	0.74048	11055	0.00733	0.95993	40572	0.10041	0.24108	0.74048	0.193097781429745	0.791906327033689
"31147"	"nebraska"	"west_north_central"	9531	0.00189	0.95646	31005	0.10817	0.33301	0.63205	8363	0.00179	0.94296	35508	0.10487	0.3813	0.59022	8363	0.00179	0.94296	35508	0.10487	0.3813	0.59022	0.320652173913043	0.654076086956522
"31149"	"nebraska"	"west_north_central"	1756	0	0.99032	27389	0.15262	0.15772	0.81096	1526	0.00066	0.98493	31273	0.16972	0.17353	0.799	1526	0.00066	0.98493	31273	0.16972	0.17353	0.799	0.131377551020408	0.853316326530612
"31151"	"nebraska"	"west_north_central"	13843	0.00361	0.92986	37323	0.07433	0.45112	0.50165	14200	0.0088	0.82979	45721	0.08894	0.50924	0.46353	14200	0.0088	0.82979	45721	0.08894	0.50924	0.46353	0.461920529801325	0.521109271523179
"31153"	"nebraska"	"west_north_central"	122595	0.04356	0.89184	56704	0.04356	0.32327	0.64002	158840	0.03979	0.87433	67541	0.05018	0.41178	0.57064	158840	0.03979	0.87433	67541	0.05018	0.41178	0.57064	0.373439530876885	0.609346189886044
"31155"	"nebraska"	"west_north_central"	19830	0.00106	0.98487	43079	0.06636	0.31977	0.63774	20780	0.00342	0.97214	54870	0.0706	0.36888	0.60595	20780	0.00342	0.97214	54870	0.0706	0.36888	0.60595	0.321376065862981	0.659119866705871
"31157"	"nebraska"	"west_north_central"	36951	0.00265	0.87584	33267	0.1331	0.28449	0.67902	36970	0.00552	0.87387	37711	0.1353	0.32213	0.65906	36970	0.00552	0.87387	37711	0.1353	0.32213	0.65906	0.302372539121656	0.679815389053148
"31159"	"nebraska"	"west_north_central"	16496	0.00285	0.98048	44312	0.05971	0.3207	0.63526	16750	0.00358	0.97403	56195	0.07116	0.35901	0.61721	16750	0.00358	0.97403	56195	0.07116	0.35901	0.61721	0.317259905977166	0.664472800537273
"31161"	"nebraska"	"west_north_central"	6198	0.00081	0.88109	30518	0.14166	0.15217	0.81716	5469	0.00219	0.84641	29652	0.14792	0.1844	0.78838	5469	0.00219	0.84641	29652	0.14792	0.1844	0.78838	0.158775510204082	0.820408163265306
"31163"	"nebraska"	"west_north_central"	3318	6e-04	0.98493	29651	0.11573	0.33079	0.62874	3152	0.00095	0.99048	35411	0.1139	0.37214	0.60433	3152	0.00095	0.99048	35411	0.1139	0.37214	0.60433	0.364058355437666	0.609416445623342
"31165"	"nebraska"	"west_north_central"	1475	0	0.97627	29410	0.12271	0.13032	0.83644	1311	0.00076	0.9611	37150	0.12738	0.15984	0.82377	1311	0.00076	0.9611	37150	0.12738	0.15984	0.82377	0.137414965986395	0.847619047619048
"31167"	"nebraska"	"west_north_central"	6455	0.00418	0.96716	37919	0.08164	0.20113	0.76227	6129	0.00669	0.9486	46852	0.08696	0.26613	0.71383	6129	0.00669	0.9486	46852	0.08696	0.26613	0.71383	0.231414410979794	0.741517346549752
"31169"	"nebraska"	"west_north_central"	6055	0.00017	0.98695	32773	0.10273	0.27312	0.69727	5228	0.0023	0.97934	42895	0.10195	0.32343	0.65777	5228	0.0023	0.97934	42895	0.10195	0.32343	0.65777	0.275599543205177	0.705367339170156
"31171"	"nebraska"	"west_north_central"	729	0	0.99451	29068	0.11934	0.13924	0.83291	647	0.00155	0.98145	35478	0.11901	0.13077	0.84872	647	0.00155	0.98145	35478	0.11901	0.13077	0.84872	0.102941176470588	0.882352941176471
"31173"	"nebraska"	"west_north_central"	7171	0.00153	0.45768	28364	0.22019	0.4438	0.49952	6940	0.00245	0.4036	36058	0.28372	0.52681	0.4572	6940	0.00245	0.4036	36058	0.28372	0.52681	0.4572	0.578524836929252	0.41294530858003
"31175"	"nebraska"	"west_north_central"	4647	0.00151	0.98149	29748	0.12115	0.25762	0.71144	4260	0.00141	0.97465	37366	0.12113	0.29137	0.68386	4260	0.00141	0.97465	37366	0.12113	0.29137	0.68386	0.227859778597786	0.757841328413284
"31177"	"nebraska"	"west_north_central"	18780	0.00335	0.9812	50686	0.05437	0.29562	0.66752	20234	0.00603	0.97227	59181	0.06405	0.35959	0.62258	20234	0.00603	0.97227	59181	0.06405	0.35959	0.62258	0.306590257879656	0.677502223100484
"31179"	"nebraska"	"west_north_central"	9851	0.00944	0.96782	33525	0.0941	0.25406	0.70406	9595	0.01344	0.94747	43223	0.10245	0.32799	0.6573	9595	0.01344	0.94747	43223	0.10245	0.32799	0.6573	0.293522820442744	0.681333697731621
"31181"	"nebraska"	"west_north_central"	4061	0.00148	0.98104	31434	0.09727	0.30026	0.66941	3812	0.00472	0.95986	37189	0.10231	0.3038	0.67859	3812	0.00472	0.95986	37189	0.10231	0.3038	0.67859	0.254335260115607	0.725433526011561
"31183"	"nebraska"	"west_north_central"	886	0	0.99097	28963	0.14786	0.18764	0.77483	818	0	0.98289	31612	0.18337	0.21818	0.75909	818	0	0.98289	31612	0.18337	0.21818	0.75909	0.208520179372197	0.773542600896861
"31185"	"nebraska"	"west_north_central"	14598	0.00959	0.9678	39225	0.07412	0.2178	0.74551	13665	0.01156	0.94987	49009	0.09491	0.24467	0.73812	13665	0.01156	0.94987	49009	0.09491	0.24467	0.73812	0.216458533461415	0.770733269292347
"32001"	"nevada"	"mountain"	23982	0.01597	0.84196	41734	0.09695	0.24833	0.7069	24877	0.01588	0.82032	52055	0.10508	0.32947	0.64422	24877	0.01588	0.82032	52055	0.10508	0.32947	0.64422	0.288455918168534	0.687871407696055
"32003"	"nevada"	"mountain"	1375765	0.09077	0.71582	43454	0.1011	0.51308	0.44723	1951269	0.10474	0.60889	53512	0.10512	0.58474	0.39479	1951269	0.10474	0.60889	53512	0.10512	0.58474	0.39479	0.56364378598336	0.418722460880467
"32005"	"nevada"	"mountain"	41259	0.00313	0.91878	53090	0.06726	0.32475	0.62273	46997	0.00428	0.89644	60578	0.07618	0.41198	0.56547	46997	0.00428	0.89644	60578	0.07618	0.41198	0.56547	0.356490366162585	0.624241959008214
"32007"	"nevada"	"mountain"	45291	0.0059	0.82045	50989	0.07586	0.17927	0.7775	48818	0.00774	0.79422	62091	0.07073	0.28348	0.68475	48818	0.00774	0.79422	62091	0.07073	0.28348	0.68475	0.219594594594595	0.751564064064064
"32009"	"nevada"	"mountain"	971	0.00103	0.81977	34592	0.11637	0.23625	0.67821	783	0	0.84419	42526	0.12261	0.2369	0.69021	783	0	0.84419	42526	0.12261	0.2369	0.69021	0.211494252873563	0.728735632183908
"32011"	"nevada"	"mountain"	1651	0.00424	0.89279	43821	0.10297	0.17921	0.75508	1987	0.00101	0.89331	56815	0.08153	0.19329	0.75705	1987	0.00101	0.89331	56815	0.08153	0.19329	0.75705	0.132425742574257	0.820544554455445
"32013"	"nevada"	"mountain"	16106	0.00509	0.83205	49064	0.08773	0.22425	0.72326	16528	0.00526	0.78975	57309	0.10806	0.33704	0.63312	16528	0.00526	0.78975	57309	0.10806	0.33704	0.63312	0.302402506963788	0.663300835654596
"32015"	"nevada"	"mountain"	5794	0.00207	0.84415	48183	0.08923	0.18641	0.76404	5775	0.00346	0.84035	62329	0.08623	0.2745	0.69743	5775	0.00346	0.84035	62329	0.08623	0.2745	0.69743	0.246651270207852	0.729792147806005
"32017"	"nevada"	"mountain"	4165	0.01777	0.91501	34456	0.13685	0.23569	0.70143	5345	0.02264	0.91132	44387	0.11787	0.24585	0.71096	5345	0.02264	0.91132	44387	0.11787	0.24585	0.71096	0.185873605947955	0.785780669144981
"32019"	"nevada"	"mountain"	34501	0.00652	0.88624	41620	0.10579	0.3298	0.60624	51980	0.00802	0.84963	51151	0.097	0.39828	0.57594	51980	0.00802	0.84963	51151	0.097	0.39828	0.57594	0.343815513626834	0.629862566969485
"32021"	"nevada"	"mountain"	5071	0.04772	0.73891	33094	0.155	0.39948	0.53511	4772	0.04107	0.72548	36017	0.15339	0.46901	0.49025	4772	0.04107	0.72548	36017	0.15339	0.46901	0.49025	0.424078624078624	0.530712530712531
"32023"	"nevada"	"mountain"	32485	0.01179	0.89632	37319	0.1259	0.37148	0.56678	43946	0.01989	0.85912	43215	0.15876	0.41313	0.54525	43946	0.01989	0.85912	43215	0.15876	0.41313	0.54525	0.360689419016094	0.603013354639881
"32027"	"nevada"	"mountain"	6693	0.05349	0.77693	40180	0.11012	0.26415	0.67758	6753	0.03746	0.8186	45644	0.1309	0.36656	0.58551	6753	0.03746	0.8186	45644	0.1309	0.36656	0.58551	0.335456475583864	0.619426751592357
"32029"	"nevada"	"mountain"	3399	0.00294	0.92998	46901	0.04972	0.37041	0.56396	4010	0.00998	0.92095	54246	0.05536	0.45575	0.51572	4010	0.00998	0.92095	54246	0.05536	0.45575	0.51572	0.397579948141746	0.570872947277442
"32031"	"nevada"	"mountain"	339486	0.02089	0.80411	49431	0.08588	0.42597	0.52036	421407	0.02329	0.76902	53036	0.11777	0.55246	0.42613	421407	0.02329	0.76902	53036	0.11777	0.55246	0.42613	0.507209082105961	0.471605043949988
"32033"	"nevada"	"mountain"	9181	0.04139	0.86352	37038	0.11306	0.30172	0.63054	10030	0.03938	0.85494	48063	0.10708	0.32015	0.63509	10030	0.03938	0.85494	48063	0.10708	0.32015	0.63509	0.265388768898488	0.702213822894168
"32510"	"nevada"	"mountain"	52457	0.01803	0.85297	42710	0.09049	0.37806	0.56981	55274	0.01907	0.81063	52548	0.1056	0.49084	0.48222	55274	0.01907	0.81063	52548	0.1056	0.49084	0.48222	0.441289990565229	0.531520713611802
"33001"	"new hampshire"	"new_england"	56325	0.00293	0.9761	45180	0.0661	0.40004	0.5523	60088	0.00464	0.96623	52987	0.09097	0.49967	0.48795	60088	0.00464	0.96623	52987	0.09097	0.49967	0.48795	0.470344378312754	0.52020964733055
"33003"	"new hampshire"	"new_england"	43666	0.00167	0.98223	40792	0.08011	0.41258	0.52753	47818	0.00291	0.97509	49066	0.08976	0.52385	0.46073	47818	0.00291	0.97509	49066	0.08976	0.52385	0.46073	0.4910413153457	0.499121697582912
"33005"	"new hampshire"	"new_england"	73825	0.00367	0.97754	43554	0.06463	0.5205	0.41303	77117	0.00506	0.96268	51256	0.09767	0.62983	0.35507	77117	0.00506	0.96268	51256	0.09767	0.62983	0.35507	0.616712522217623	0.368508193128972
"33007"	"new hampshire"	"new_england"	33111	0.00121	0.98052	34676	0.09356	0.45	0.50199	33055	0.00448	0.96944	40835	0.1228	0.58307	0.40115	33055	0.00448	0.96944	40835	0.1228	0.58307	0.40115	0.582233892660433	0.406173946458307
"33009"	"new hampshire"	"new_england"	81743	0.00532	0.95759	43470	0.06151	0.47314	0.4671	89118	0.00929	0.93568	52081	0.09434	0.63031	0.35452	89118	0.00929	0.93568	52081	0.09434	0.63031	0.35452	0.611627191633344	0.373362042448477
"33011"	"new hampshire"	"new_england"	380841	0.01288	0.93901	55472	0.05187	0.46829	0.48654	400721	0.02071	0.90375	64455	0.06896	0.51204	0.47471	400721	0.02071	0.90375	64455	0.06896	0.51204	0.47471	0.500574556752891	0.48382610411067
"33013"	"new hampshire"	"new_england"	136225	0.00536	0.97085	48875	0.05695	0.48084	0.47152	146445	0.01045	0.95332	61439	0.08244	0.56273	0.42456	146445	0.01045	0.95332	61439	0.08244	0.56273	0.42456	0.557561146226297	0.430347015764359
"33015"	"new hampshire"	"new_england"	277359	0.00584	0.96801	62612	0.04099	0.45932	0.49086	295223	0.00676	0.95509	70196	0.04749	0.49888	0.48812	295223	0.00676	0.95509	70196	0.04749	0.49888	0.48812	0.4717245603496	0.517150193764208
"33017"	"new hampshire"	"new_england"	112233	0.00625	0.96293	44198	0.06924	0.51424	0.42735	123143	0.01009	0.9383	55415	0.09997	0.59501	0.39188	123143	0.01009	0.9383	55415	0.09997	0.59501	0.39188	0.565007371161507	0.419983689344751
"33019"	"new hampshire"	"new_england"	40458	0.00237	0.97991	41756	0.0763	0.44054	0.49839	43742	0.00423	0.9698	48042	0.09478	0.58227	0.40296	43742	0.00423	0.9698	48042	0.09478	0.58227	0.40296	0.557715228752177	0.424910607866508
"34001"	"new jersey"	"middle_atlantic"	252552	0.17634	0.68355	42849	0.09425	0.58045	0.39069	274549	0.16077	0.65404	51585	0.10744	0.5698	0.4192	274549	0.16077	0.65404	51585	0.10744	0.5698	0.4192	0.581114203408037	0.409335481665934
"34003"	"new jersey"	"middle_atlantic"	884118	0.05267	0.7841	64214	0.04955	0.55269	0.41648	905116	0.05797	0.71892	80604	0.05225	0.5434	0.44877	905116	0.05797	0.71892	80604	0.05225	0.5434	0.44877	0.549594770796226	0.441070611863429
"34005"	"new jersey"	"middle_atlantic"	423394	0.15133	0.7839	58793	0.05013	0.56047	0.40697	448734	0.16603	0.73839	74481	0.05198	0.58797	0.4016	448734	0.16603	0.73839	74481	0.05198	0.58797	0.4016	0.588407532769374	0.401453371832801
"34007"	"new jersey"	"middle_atlantic"	508932	0.18089	0.70885	47020	0.09844	0.64597	0.3173	513657	0.19554	0.65294	60445	0.11072	0.67567	0.31319	513657	0.19554	0.65294	60445	0.11072	0.67567	0.31319	0.678121662787093	0.311656930822191
"34009"	"new jersey"	"middle_atlantic"	102326	0.0506	0.9157	40822	0.0913	0.46621	0.49994	97265	0.04693	0.89826	49797	0.08533	0.45034	0.5368	97265	0.04693	0.89826	49797	0.08533	0.45034	0.5368	0.450331266007662	0.539508498613551
"34011"	"new jersey"	"middle_atlantic"	146438	0.20203	0.65883	38346	0.12735	0.579	0.38785	156898	0.2023	0.62735	47921	0.12339	0.60138	0.38509	156898	0.2023	0.62735	47921	0.12339	0.60138	0.38509	0.609880336351876	0.379345892626132
"34013"	"new jersey"	"middle_atlantic"	793633	0.41244	0.44461	41988	0.13273	0.71465	0.25751	783969	0.40879	0.42587	53712	0.13854	0.76002	0.23424	783969	0.40879	0.42587	53712	0.13854	0.76002	0.23424	0.773879481452813	0.218706614636779
"34015"	"new jersey"	"middle_atlantic"	254673	0.09064	0.87069	54431	0.05911	0.5694	0.39437	288288	0.10061	0.83559	69928	0.06743	0.55416	0.43258	288288	0.10061	0.83559	69928	0.06743	0.55416	0.43258	0.546238620028749	0.441086188308577
"34017"	"new jersey"	"middle_atlantic"	608975	0.13481	0.55578	38907	0.13582	0.70629	0.26173	634266	0.13232	0.54045	55767	0.13827	0.72944	0.26198	634266	0.13232	0.54045	55767	0.13827	0.72944	0.26198	0.773628083405261	0.216247217553264
"34019"	"new jersey"	"middle_atlantic"	121989	0.02249	0.93913	80429	0.02605	0.37883	0.57054	128349	0.02689	0.91363	100485	0.03581	0.42629	0.55966	128349	0.02689	0.91363	100485	0.03581	0.42629	0.55966	0.400311997580427	0.588640741153436
"34021"	"new jersey"	"middle_atlantic"	350761	0.19815	0.68481	55474	0.07432	0.61417	0.34428	366513	0.20277	0.61392	70570	0.08451	0.67437	0.31382	366513	0.20277	0.61392	70570	0.08451	0.67437	0.31382	0.678105045159063	0.310324742564575
"34023"	"new jersey"	"middle_atlantic"	750162	0.09127	0.68425	58765	0.05776	0.5988	0.36139	809858	0.09688	0.58602	74959	0.06747	0.60375	0.38532	809858	0.09688	0.58602	74959	0.06747	0.60375	0.38532	0.62936486789701	0.359258428226847
"34025"	"new jersey"	"middle_atlantic"	615301	0.08063	0.84391	66283	0.05315	0.50155	0.45506	630380	0.07367	0.82604	80231	0.05946	0.47578	0.5132	630380	0.07367	0.82604	80231	0.05946	0.47578	0.5132	0.466533800842558	0.521954466188003
"34027"	"new jersey"	"middle_atlantic"	470212	0.02803	0.87204	77524	0.03192	0.42632	0.53783	492276	0.0312	0.82613	96300	0.03913	0.45471	0.53594	492276	0.0312	0.82613	96300	0.03913	0.45471	0.53594	0.437181721367025	0.553127117823603
"34029"	"new jersey"	"middle_atlantic"	510916	0.02988	0.93047	46940	0.0681	0.47185	0.48839	576567	0.0315	0.90983	59456	0.08355	0.40171	0.58578	576567	0.0315	0.90983	59456	0.08355	0.40171	0.58578	0.406432157417703	0.583720812695846
"34031"	"new jersey"	"middle_atlantic"	489049	0.13219	0.62322	45783	0.11152	0.57688	0.38987	501226	0.12828	0.62647	51933	0.13318	0.60438	0.38716	501226	0.12828	0.62647	51933	0.13318	0.60438	0.38716	0.632069683956047	0.359481014888021
"34033"	"new jersey"	"middle_atlantic"	64285	0.14775	0.81193	46026	0.08285	0.5086	0.45443	66083	0.14087	0.79834	52958	0.10322	0.51156	0.4724	66083	0.14087	0.79834	52958	0.10322	0.51156	0.4724	0.496496771534551	0.488185190273389
"34035"	"new jersey"	"middle_atlantic"	297490	0.07528	0.79345	77646	0.03655	0.46713	0.49615	323444	0.08948	0.70061	90125	0.03592	0.52503	0.4639	323444	0.08948	0.70061	90125	0.03592	0.52503	0.4639	0.520024901431832	0.468080218183974
"34037"	"new jersey"	"middle_atlantic"	144166	0.01042	0.95733	65497	0.03868	0.37142	0.57883	149265	0.01793	0.93461	80155	0.04578	0.38892	0.59584	149265	0.01793	0.93461	80155	0.04578	0.38892	0.59584	0.379327110073901	0.603121353558926
