"county"	"state"	"region"	"population2000"	"black2000"	"white2000"	"medianincome2000"	"poverty2000"	"blue2000"	"red2000"	"population2008"	"black2008"	"white2008"	"medianincome2008"	"poverty2008"	"blue2008"	"red2008"	"population2010"	"black2010"	"white2010"	"medianincome2010"	"poverty2010"	"blue2010"	"red2010"	"blue2012"	"red2012"
"20115"	"kansas"	"west_north_central"	13361	0.00472	0.97059	35315	0.08787	0.24987	0.70405	12660	0.00821	0.96003	42039	0.09273	0.29724	0.68642	12660	0.00821	0.96003	42039	0.09273	0.29724	0.68642	0.255402384500745	0.720007451564829
"20117"	"kansas"	"west_north_central"	10965	0.00228	0.9814	34143	0.09266	0.35797	0.59941	10117	0.00267	0.97351	43052	0.1025	0.35425	0.62689	10117	0.00267	0.97351	43052	0.1025	0.35425	0.62689	0.31010899764907	0.667450309895277
"20119"	"kansas"	"west_north_central"	4631	0.00389	0.91103	39218	0.08076	0.19484	0.7813	4575	0.00678	0.92721	47697	0.08765	0.18488	0.79751	4575	0.00678	0.92721	47697	0.08765	0.18488	0.79751	0.154126213592233	0.845873786407767
"20121"	"kansas"	"west_north_central"	28351	0.01538	0.95961	45263	0.07174	0.39235	0.56957	32787	0.01299	0.95236	57705	0.0693	0.37341	0.61013	32787	0.01299	0.95236	57705	0.0693	0.37341	0.61013	0.316555115421391	0.66425351727906
"20123"	"kansas"	"west_north_central"	6932	0.00519	0.97605	34863	0.08136	0.22994	0.71953	6373	0.00204	0.97976	41771	0.09838	0.21886	0.76179	6373	0.00204	0.97976	41771	0.09838	0.21886	0.76179	0.197057817310982	0.784468012316114
"20125"	"kansas"	"west_north_central"	36252	0.06066	0.85775	32223	0.11817	0.34704	0.61812	35471	0.05805	0.83339	35966	0.11688	0.31193	0.66938	35471	0.05805	0.83339	35966	0.11688	0.31193	0.66938	0.281650541635657	0.696022492350947
"20127"	"kansas"	"west_north_central"	6104	0.00344	0.97493	33913	0.09142	0.33396	0.60545	5923	0.00422	0.96016	41524	0.10451	0.31925	0.65998	5923	0.00422	0.96016	41524	0.10451	0.31925	0.65998	0.279097387173397	0.692794932699921
"20129"	"kansas"	"west_north_central"	3496	0.002	0.88387	39602	0.09296	0.20617	0.77264	3233	0.00433	0.87875	49689	0.0897	0.16334	0.8224	3233	0.00433	0.87875	49689	0.0897	0.16334	0.8224	0.144346431435445	0.842020850040096
"20131"	"kansas"	"west_north_central"	10717	0.00495	0.98348	36091	0.08902	0.28242	0.67637	10178	0.0056	0.97288	44280	0.08833	0.26721	0.71226	10178	0.0056	0.97288	44280	0.08833	0.26721	0.71226	0.199233716475096	0.782012502520669
"20133"	"kansas"	"west_north_central"	16997	0.00871	0.94899	33312	0.10978	0.37584	0.58292	16512	0.01193	0.94125	37965	0.13699	0.35637	0.62194	16512	0.01193	0.94125	37965	0.13699	0.35637	0.62194	0.316401949992137	0.65938040572417
"20135"	"kansas"	"west_north_central"	3454	0.00058	0.98234	34919	0.07006	0.20416	0.75693	3107	0.00579	0.95558	45651	0.08561	0.18951	0.79148	3107	0.00579	0.95558	45651	0.08561	0.18951	0.79148	0.148906139731828	0.839802399435427
"20137"	"kansas"	"west_north_central"	5953	0.04048	0.93348	32688	0.09357	0.24398	0.71155	5671	0.0291	0.94481	38590	0.0991	0.2058	0.77764	5671	0.0291	0.94481	38590	0.0991	0.2058	0.77764	0.17116724738676	0.807926829268293
"20139"	"kansas"	"west_north_central"	16712	0.00215	0.97271	39028	0.08557	0.38258	0.57009	16295	0.00295	0.96938	48656	0.11145	0.3359	0.63892	16295	0.00295	0.96938	48656	0.11145	0.3359	0.63892	0.329050361837247	0.640378083001034
"20141"	"kansas"	"west_north_central"	4452	0.00067	0.98607	30057	0.1031	0.23842	0.70542	3858	0.00207	0.97589	34601	0.1182	0.20881	0.77202	3858	0.00207	0.97589	34601	0.1182	0.20881	0.77202	0.177580466148724	0.803551609322974
"20143"	"kansas"	"west_north_central"	6163	0.00535	0.97534	39498	0.0748	0.22608	0.70835	6091	0.00804	0.96684	46743	0.08373	0.22813	0.75275	6091	0.00804	0.96684	46743	0.08373	0.22813	0.75275	0.189750692520776	0.782548476454294
"20145"	"kansas"	"west_north_central"	7233	0.05005	0.90958	36007	0.08945	0.32925	0.62925	6973	0.04661	0.90664	41015	0.10053	0.30636	0.67593	6973	0.04661	0.90664	41015	0.10053	0.30636	0.67593	0.274463937621832	0.704873294346979
"20147"	"kansas"	"west_north_central"	6001	0.0025	0.9825	35781	0.09615	0.21884	0.73675	5642	0.00408	0.96987	40247	0.10475	0.19685	0.78928	5642	0.00408	0.96987	40247	0.10475	0.19685	0.78928	0.148206543161214	0.834055971620024
"20149"	"kansas"	"west_north_central"	18209	0.00665	0.96321	42448	0.07771	0.26348	0.64481	21604	0.01051	0.93557	54949	0.07151	0.26421	0.70438	21604	0.01051	0.93557	54949	0.07151	0.26421	0.70438	0.246264645813179	0.71933784800602
"20151"	"kansas"	"west_north_central"	9647	0.00985	0.95284	36882	0.0936	0.29755	0.65331	9656	0.01181	0.94066	44479	0.10294	0.30883	0.67351	9656	0.01181	0.94066	44479	0.10294	0.30883	0.67351	0.259594882729211	0.727611940298508
"20153"	"kansas"	"west_north_central"	2966	0.00303	0.98517	33262	0.10047	0.17586	0.77529	2519	0.00318	0.97221	37483	0.12346	0.17624	0.80504	2519	0.00318	0.97221	37483	0.12346	0.17624	0.80504	0.129577464788732	0.85
"20155"	"kansas"	"west_north_central"	64790	0.02879	0.91557	36939	0.10065	0.3549	0.59689	64511	0.02992	0.90634	41536	0.11612	0.37402	0.60772	64511	0.02992	0.90634	41536	0.11612	0.37402	0.60772	0.330470484729147	0.645104528886841
"20157"	"kansas"	"west_north_central"	5835	0.00257	0.9856	31339	0.10283	0.20235	0.75008	4980	0.00502	0.97972	36356	0.11084	0.23961	0.74055	4980	0.00502	0.97972	36356	0.11084	0.23961	0.74055	0.178030303030303	0.79469696969697
"20159"	"kansas"	"west_north_central"	10761	0.01152	0.94675	36226	0.09757	0.3146	0.64226	10083	0.01269	0.91372	43617	0.11495	0.28923	0.69137	10083	0.01269	0.91372	43617	0.11495	0.28923	0.69137	0.248205411374931	0.7263942573164
"20161"	"kansas"	"west_north_central"	62843	0.06882	0.84784	33812	0.10095	0.33901	0.58467	71115	0.0637	0.8325	40612	0.17144	0.45636	0.52663	71115	0.0637	0.8325	40612	0.17144	0.45636	0.52663	0.423714595874864	0.55052797789401
"20163"	"kansas"	"west_north_central"	5685	0.01126	0.97133	31591	0.10836	0.21514	0.72649	5181	0.00463	0.97452	41699	0.10963	0.18083	0.79907	5181	0.00463	0.97452	41699	0.10963	0.18083	0.79907	0.151619047619048	0.82247619047619
"20165"	"kansas"	"west_north_central"	3551	0.0031	0.98451	32084	0.10335	0.27238	0.66613	3307	0.00242	0.97158	39763	0.10372	0.28299	0.68782	3307	0.00242	0.97158	39763	0.10372	0.28299	0.68782	0.233053582956746	0.743060038734668
"20167"	"kansas"	"west_north_central"	7370	0.00502	0.97585	30057	0.1095	0.25445	0.69902	6970	0.00775	0.96298	36730	0.11793	0.2235	0.76192	6970	0.00775	0.96298	36730	0.11793	0.2235	0.76192	0.185987261146497	0.797770700636943
"20169"	"kansas"	"west_north_central"	53597	0.03097	0.89173	39371	0.08478	0.3478	0.57658	55606	0.03262	0.87571	43827	0.10779	0.35922	0.6216	55606	0.03262	0.87571	43827	0.10779	0.35922	0.6216	0.327457113069851	0.649085394749313
"20171"	"kansas"	"west_north_central"	5120	0.00098	0.95469	42424	0.06836	0.1815	0.78637	4936	0.00385	0.90093	45882	0.0701	0.14732	0.83662	4936	0.00385	0.90093	45882	0.0701	0.14732	0.83662	0.134224863793957	0.842991579990094
"20173"	"kansas"	"west_north_central"	452869	0.09134	0.7938	44145	0.09048	0.38283	0.57353	498365	0.09264	0.76346	48071	0.11759	0.42721	0.55439	498365	0.09264	0.76346	48071	0.11759	0.42721	0.55439	0.390060274835256	0.587066774621596
"20175"	"kansas"	"west_north_central"	22510	0.03785	0.65438	37433	0.12301	0.22096	0.75922	22952	0.03372	0.70456	44868	0.13188	0.2798	0.71046	22952	0.03372	0.70456	44868	0.13188	0.2798	0.71046	0.281130171543895	0.705348133198789
"20177"	"kansas"	"west_north_central"	169871	0.09029	0.82893	41873	0.08619	0.46815	0.48262	177934	0.08587	0.8116	46194	0.11682	0.48986	0.49272	177934	0.08587	0.8116	46194	0.11682	0.48986	0.49272	0.480452674897119	0.497381219603442
"20179"	"kansas"	"west_north_central"	2813	0.00142	0.98649	35702	0.08852	0.18872	0.76024	2556	0.00117	0.96831	44323	0.10798	0.18459	0.80523	2556	0.00117	0.96831	44323	0.10798	0.18459	0.80523	0.125	0.860606060606061
"20181"	"kansas"	"west_north_central"	6760	0.00355	0.93831	33946	0.12204	0.25391	0.70619	6010	0.00649	0.93111	38536	0.13727	0.25444	0.72448	6010	0.00649	0.93111	38536	0.13727	0.25444	0.72448	0.220644666155027	0.754796623177283
"20183"	"kansas"	"west_north_central"	4536	0.0011	0.98787	30306	0.09788	0.24451	0.70238	3853	0.0026	0.96886	37860	0.11705	0.20236	0.77995	3853	0.0026	0.96886	37860	0.11705	0.20236	0.77995	0.173978819969743	0.805849722642461
"20185"	"kansas"	"west_north_central"	4789	0.00146	0.94968	32246	0.11673	0.25773	0.70273	4437	0.00293	0.9263	38922	0.11742	0.26133	0.72083	4437	0.00293	0.9263	38922	0.11742	0.26133	0.72083	0.219858156028369	0.753955264593562
"20187"	"kansas"	"west_north_central"	2406	0.00623	0.84414	40660	0.10474	0.20894	0.76288	2235	0.00582	0.83669	49090	0.10604	0.22733	0.75937	2235	0.00582	0.83669	49090	0.10604	0.22733	0.75937	0.189340813464236	0.800841514726508
"20189"	"kansas"	"west_north_central"	5463	0.00934	0.83013	43365	0.0972	0.16343	0.81194	5724	0.0028	0.87089	51913	0.07914	0.13305	0.85331	5724	0.0028	0.87089	51913	0.07914	0.13305	0.85331	0.120620620620621	0.862862862862863
"20191"	"kansas"	"west_north_central"	25946	0.00705	0.94623	40872	0.08853	0.34685	0.6036	24132	0.00953	0.94087	47091	0.10998	0.32437	0.65174	24132	0.00953	0.94087	47091	0.10998	0.32437	0.65174	0.291133607742797	0.68550450550673
"20193"	"kansas"	"west_north_central"	8180	0.00428	0.97139	38338	0.08533	0.21349	0.74656	7900	0.0062	0.95051	44836	0.08924	0.21427	0.77239	7900	0.0062	0.95051	44836	0.08924	0.21427	0.77239	0.170011806375443	0.805489964580874
"20195"	"kansas"	"west_north_central"	3319	0.00181	0.9777	31269	0.094	0.28089	0.66413	3001	0.00433	0.97268	40457	0.0983	0.25135	0.73309	3001	0.00433	0.97268	40457	0.0983	0.25135	0.73309	0.187176165803109	0.796632124352332
"20197"	"kansas"	"west_north_central"	6885	0.00465	0.9724	42317	0.06972	0.29971	0.63801	7053	0.00411	0.96526	55341	0.07897	0.29423	0.6802	7053	0.00411	0.96526	55341	0.07897	0.29423	0.6802	0.281201610405698	0.690616289873026
"20199"	"kansas"	"west_north_central"	1749	0.00629	0.94626	34816	0.11092	0.11963	0.85598	1485	0.00135	0.93939	41741	0.12121	0.1194	0.85821	1485	0.00135	0.93939	41741	0.12121	0.1194	0.85821	0.087067861715749	0.898847631241997
"20201"	"kansas"	"west_north_central"	6483	0.00108	0.98905	30793	0.09625	0.21028	0.7487	5799	0.00431	0.9712	37302	0.09071	0.22114	0.75436	5799	0.00431	0.9712	37302	0.09071	0.22114	0.75436	0.179881243450926	0.803353126091512
"20203"	"kansas"	"west_north_central"	2531	0.00079	0.8625	35892	0.11537	0.18991	0.78807	2234	0.0085	0.88272	42344	0.1128	0.15996	0.82434	2234	0.0085	0.88272	42344	0.1128	0.15996	0.82434	0.159067882472138	0.831813576494428
"20205"	"kansas"	"west_north_central"	10332	0.00368	0.96777	30975	0.12234	0.28962	0.67106	9409	0.00329	0.956	36419	0.12818	0.28391	0.69158	9409	0.00329	0.956	36419	0.12818	0.28391	0.69158	0.219789132197891	0.760205460935388
"20207"	"kansas"	"west_north_central"	3788	0.00818	0.96964	26334	0.12487	0.32665	0.61066	3309	0.00363	0.95527	25245	0.15866	0.3202	0.65979	3309	0.00363	0.95527	25245	0.15866	0.3202	0.65979	0.262717770034843	0.717770034843206
"20209"	"kansas"	"west_north_central"	157882	0.28327	0.5818	33071	0.14051	0.67142	0.29052	157505	0.25232	0.54637	37341	0.18531	0.69732	0.28872	157505	0.25232	0.54637	37341	0.18531	0.69732	0.28872	0.673080814212294	0.309032414714095
"21001"	"kentucky"	"east_south_central"	17244	0.02552	0.96004	24574	0.20674	0.24277	0.74509	18656	0.02696	0.94854	29200	0.21307	0.22856	0.75528	18656	0.02696	0.94854	29200	0.21307	0.22856	0.75528	0.218421052631579	0.768552631578947
"21003"	"kentucky"	"east_south_central"	17800	0.01073	0.97618	32317	0.13264	0.30331	0.68673	19956	0.00822	0.97023	36563	0.18125	0.27388	0.7115	19956	0.00822	0.97023	36563	0.18125	0.27388	0.7115	0.254683758275814	0.730243696295253
"21005"	"kentucky"	"east_south_central"	19111	0.02349	0.96531	46617	0.07744	0.36425	0.61617	21421	0.02021	0.95504	51486	0.09626	0.32809	0.65248	21421	0.02021	0.95504	51486	0.09626	0.32809	0.65248	0.321283194417523	0.661174646249273
"21007"	"kentucky"	"east_south_central"	8286	0.02872	0.95317	33950	0.1272	0.49867	0.48382	8249	0.02885	0.94654	39995	0.15008	0.35148	0.62488	8249	0.02885	0.94654	39995	0.15008	0.35148	0.62488	0.305263157894737	0.679589216944801
"21009"	"kentucky"	"east_south_central"	38033	0.04091	0.94297	32458	0.14419	0.35611	0.63139	42173	0.03865	0.92469	35993	0.1725	0.3233	0.66236	42173	0.03865	0.92469	35993	0.1725	0.3233	0.66236	0.325988530033203	0.659341986115303
"21011"	"kentucky"	"east_south_central"	11085	0.01849	0.9687	27539	0.18981	0.46658	0.51487	11591	0.01311	0.96411	30574	0.26693	0.48646	0.49175	11591	0.01311	0.96411	30574	0.26693	0.48646	0.49175	0.429403202328967	0.551916545366327
"21013"	"kentucky"	"east_south_central"	30060	0.02395	0.96021	20483	0.26011	0.45114	0.52634	28691	0.02245	0.95553	24501	0.30916	0.28985	0.69608	28691	0.02245	0.95553	24501	0.30916	0.28985	0.69608	0.234549673064754	0.751634676228644
"21015"	"kentucky"	"east_south_central"	85991	0.01519	0.95152	55418	0.05726	0.28914	0.68834	118811	0.02518	0.91784	67994	0.05867	0.32087	0.66592	118811	0.02518	0.91784	67994	0.05867	0.32087	0.66592	0.297704543289837	0.684255643394609
"21017"	"kentucky"	"east_south_central"	19360	0.06937	0.90377	36769	0.1188	0.42917	0.54647	19985	0.05994	0.88086	37966	0.13995	0.40636	0.57863	19985	0.05994	0.88086	37966	0.13995	0.40636	0.57863	0.388797572385889	0.593248198255152
"21019"	"kentucky"	"east_south_central"	49752	0.02547	0.9597	33567	0.13987	0.49739	0.48207	49542	0.02828	0.94669	37496	0.16943	0.4299	0.55298	49542	0.02828	0.94669	37496	0.16943	0.4299	0.55298	0.408403361344538	0.571586134453781
"21021"	"kentucky"	"east_south_central"	27697	0.09676	0.87775	36573	0.1111	0.38379	0.59326	28432	0.0746	0.88232	39687	0.14645	0.37744	0.6095	28432	0.0746	0.88232	39687	0.14645	0.37744	0.6095	0.361497412677878	0.622816946959897
"21023"	"kentucky"	"east_south_central"	8279	0.00616	0.98478	35719	0.11475	0.29414	0.684	8488	0.00342	0.97785	39141	0.13713	0.365	0.60765	8488	0.00342	0.97785	39141	0.13713	0.365	0.60765	0.355108359133127	0.628173374613003
"21025"	"kentucky"	"east_south_central"	16100	0.00391	0.98689	20850	0.27484	0.57205	0.4108	13878	0.0031	0.98263	23863	0.34875	0.43837	0.53101	13878	0.0031	0.98263	23863	0.34875	0.43837	0.53101	0.311900958466454	0.662539936102236
"21027"	"kentucky"	"east_south_central"	18648	0.02864	0.95839	31624	0.15508	0.34818	0.63907	20059	0.02039	0.95748	37074	0.17753	0.36489	0.61962	20059	0.02039	0.95748	37074	0.17753	0.36489	0.61962	0.354587674155893	0.630726747834819
"21029"	"kentucky"	"east_south_central"	61236	0.0038	0.98066	46867	0.0777	0.361	0.61909	74319	0.00651	0.96838	48344	0.09408	0.33122	0.65423	74319	0.00651	0.96838	48344	0.09408	0.33122	0.65423	0.313800157356412	0.670527143981117
"21031"	"kentucky"	"east_south_central"	13010	0.00523	0.97879	30431	0.15726	0.25928	0.72934	12690	0.00378	0.9695	33499	0.19685	0.2924	0.695	12690	0.00378	0.9695	33499	0.19685	0.2924	0.695	0.255634638196916	0.734677738236457
"21033"	"kentucky"	"east_south_central"	13060	0.04809	0.9389	30351	0.14165	0.40551	0.57661	12984	0.05145	0.9276	35252	0.16351	0.35683	0.62365	12984	0.05145	0.9276	35252	0.16351	0.35683	0.62365	0.316040955631399	0.666211604095563
"21035"	"kentucky"	"east_south_central"	34177	0.03564	0.93484	31557	0.12795	0.41213	0.56352	37191	0.03743	0.91979	34947	0.16192	0.40019	0.58364	37191	0.03743	0.91979	34947	0.16192	0.40019	0.58364	0.352761550716941	0.626526818906001
"21037"	"kentucky"	"east_south_central"	88616	0.01573	0.96637	43042	0.08491	0.35591	0.61453	90336	0.02535	0.94331	50033	0.10792	0.38766	0.5967	90336	0.02535	0.94331	50033	0.10792	0.38766	0.5967	0.37537649665198	0.603390336793369
"21039"	"kentucky"	"east_south_central"	5351	0.00953	0.97776	32092	0.12521	0.44312	0.54184	5104	0.00764	0.97198	35853	0.15439	0.33588	0.64922	5104	0.00764	0.97198	35853	0.15439	0.33588	0.64922	0.286368843069874	0.700649102710958
"21041"	"kentucky"	"east_south_central"	10155	0.0194	0.95155	36819	0.13097	0.45756	0.51958	10811	0.01508	0.92082	43862	0.14023	0.44746	0.52986	10811	0.01508	0.92082	43862	0.14023	0.44746	0.52986	0.442663043478261	0.54320652173913
"21043"	"kentucky"	"east_south_central"	26889	0.0013	0.99018	28057	0.19238	0.46679	0.51535	27720	0.0053	0.97767	33888	0.20079	0.43982	0.53521	27720	0.0053	0.97767	33888	0.20079	0.43982	0.53521	0.379856276667415	0.592746463058612
"21045"	"kentucky"	"east_south_central"	15447	0.0033	0.98297	23342	0.20768	0.20516	0.78332	15955	0.00533	0.9718	27247	0.2628	0.20463	0.78546	15955	0.00533	0.9718	27247	0.2628	0.20463	0.78546	0.178295846330652	0.805122311607289
"21047"	"kentucky"	"east_south_central"	72265	0.23729	0.69922	31789	0.13542	0.38136	0.60693	73955	0.21239	0.71525	35785	0.20479	0.38978	0.60131	73955	0.21239	0.71525	35785	0.20479	0.38978	0.60131	0.375893955268073	0.613811324192593
"21049"	"kentucky"	"east_south_central"	33144	0.04773	0.93601	40736	0.11387	0.39429	0.58502	35613	0.04796	0.92194	44908	0.15629	0.36787	0.61838	35613	0.04796	0.92194	44908	0.15629	0.36787	0.61838	0.339260220635951	0.64445165476963
"21051"	"kentucky"	"east_south_central"	24556	0.04797	0.9392	18256	0.29223	0.25644	0.73314	21730	0.04211	0.94174	22255	0.38325	0.21076	0.77539	21730	0.04211	0.94174	22255	0.38325	0.21076	0.77539	0.150480834349181	0.836516321278613
"21053"	"kentucky"	"east_south_central"	9634	0.00104	0.99087	21293	0.2269	0.23972	0.7489	10272	0.0038	0.96748	25776	0.24377	0.18241	0.80681	10272	0.0038	0.96748	25776	0.24377	0.18241	0.80681	0.171181424994309	0.81242886410198
"21055"	"kentucky"	"east_south_central"	9384	0.0065	0.98242	29905	0.15697	0.38758	0.59437	9315	0.00816	0.97746	35330	0.17595	0.31908	0.6626	9315	0.00816	0.97746	35330	0.17595	0.31908	0.6626	0.249091852620654	0.736637259989621
"21057"	"kentucky"	"east_south_central"	7147	0.03414	0.95285	22416	0.22443	0.24484	0.73852	6856	0.02596	0.95391	26913	0.23162	0.2492	0.73507	6856	0.02596	0.95391	26913	0.23162	0.2492	0.73507	0.209954433929197	0.776726253066947
"21059"	"kentucky"	"east_south_central"	91545	0.0435	0.93694	38067	0.10989	0.38979	0.58943	96656	0.04786	0.91183	43031	0.12994	0.442	0.5431	96656	0.04786	0.91183	43031	0.12994	0.442	0.5431	0.385180256184795	0.596306946457853
"21061"	"kentucky"	"east_south_central"	11644	0.00575	0.98394	27332	0.16687	0.34234	0.65065	12161	0.0139	0.96941	33550	0.20401	0.31347	0.6759	12161	0.0139	0.96941	33550	0.20401	0.31347	0.6759	0.294596912521441	0.692967409948542
"21063"	"kentucky"	"east_south_central"	6748	3e-04	0.99037	22450	0.24511	0.64049	0.34733	7852	0.03413	0.95593	27486	0.27305	0.61034	0.35865	7852	0.03413	0.95593	27486	0.27305	0.61034	0.35865	0.49437265527303	0.469362234264277
"21065"	"kentucky"	"east_south_central"	15307	0.00111	0.99072	25160	0.20794	0.33779	0.64395	14672	0.00198	0.98535	27765	0.24284	0.29262	0.69345	14672	0.00198	0.98535	27765	0.24284	0.29262	0.69345	0.261574074074074	0.723186728395062
"21067"	"kentucky"	"east_south_central"	260512	0.1348	0.8104	40696	0.10307	0.44822	0.51665	295803	0.14527	0.75726	46386	0.14034	0.51738	0.46913	295803	0.14527	0.75726	46386	0.14034	0.51738	0.46913	0.493383457451459	0.483170535920077
"21069"	"kentucky"	"east_south_central"	13792	0.01414	0.97332	29235	0.17111	0.35007	0.63371	14348	0.01275	0.97017	32258	0.18846	0.39078	0.58848	14348	0.01275	0.97017	32258	0.18846	0.39078	0.58848	0.330508474576271	0.653753026634383
"21071"	"kentucky"	"east_south_central"	42441	0.01286	0.97731	22959	0.24201	0.65532	0.32922	39451	0.00745	0.98177	29725	0.29295	0.48087	0.49435	39451	0.00745	0.98177	29725	0.29295	0.48087	0.49435	0.317864338482203	0.657085292142377
"21073"	"kentucky"	"east_south_central"	47687	0.09359	0.87976	41542	0.09095	0.5012	0.47146	49285	0.10405	0.84435	45619	0.12572	0.48862	0.4946	49285	0.10405	0.84435	45619	0.12572	0.48862	0.4946	0.494279470368942	0.486137892616875
"21075"	"kentucky"	"east_south_central"	7752	0.23194	0.75116	25792	0.19866	0.5208	0.46377	6813	0.23617	0.73448	27524	0.29106	0.43823	0.54159	6813	0.23617	0.73448	27524	0.29106	0.43823	0.54159	0.411930673115679	0.574365175332527
"21077"	"kentucky"	"east_south_central"	7870	0.01588	0.96722	35900	0.14015	0.4266	0.54697	8589	0.01316	0.94679	40603	0.15671	0.40025	0.57626	8589	0.01316	0.94679	40603	0.15671	0.40025	0.57626	0.404575163398693	0.574509803921569
"21079"	"kentucky"	"east_south_central"	14792	0.03062	0.95748	35440	0.13764	0.29418	0.69432	16912	0.02046	0.95305	40210	0.16627	0.27906	0.70985	16912	0.02046	0.95305	40210	0.16627	0.27906	0.70985	0.234703970609015	0.750317931326833
"21081"	"kentucky"	"east_south_central"	22384	0.00255	0.98311	39243	0.11539	0.36154	0.62016	24662	0.00722	0.96675	42814	0.14597	0.35545	0.62935	24662	0.00722	0.96675	42814	0.14597	0.35545	0.62935	0.326516383918197	0.658145479897746
"21083"	"kentucky"	"east_south_central"	37028	0.04443	0.92727	32234	0.13517	0.42831	0.55139	37121	0.04329	0.90429	34550	0.20282	0.3605	0.62043	37121	0.04329	0.90429	34550	0.20282	0.3605	0.62043	0.293487381398051	0.690569934809269
"21085"	"kentucky"	"east_south_central"	24053	0.00499	0.98258	28974	0.16035	0.30442	0.68307	25746	0.01025	0.97304	31936	0.1862	0.31849	0.66697	25746	0.01025	0.97304	31936	0.1862	0.31849	0.66697	0.296040565325278	0.690905167763513
"21087"	"kentucky"	"east_south_central"	11518	0.02613	0.96189	26271	0.1805	0.22813	0.76009	11258	0.0199	0.9571	31189	0.21043	0.23705	0.74523	11258	0.0199	0.9571	31189	0.21043	0.23705	0.74523	0.239909390444811	0.74835255354201
"21089"	"kentucky"	"east_south_central"	36891	0.00575	0.9807	33229	0.13426	0.48858	0.49328	36910	0.00696	0.97339	39382	0.16971	0.41908	0.5601	36910	0.00696	0.97339	39382	0.16971	0.41908	0.5601	0.397585592717198	0.584141434131539
"21091"	"kentucky"	"east_south_central"	8392	0.00846	0.97974	40005	0.10296	0.41773	0.56288	8565	0.00876	0.97268	48464	0.13205	0.5152	0.46525	8565	0.00876	0.97268	48464	0.13205	0.5152	0.46525	0.443503508347447	0.535204451971933
"21093"	"kentucky"	"east_south_central"	94174	0.1187	0.81994	39641	0.09834	0.36152	0.61792	105543	0.1163	0.80508	45358	0.11059	0.39135	0.59755	105543	0.1163	0.80508	45358	0.11059	0.39135	0.59755	0.38799347138631	0.595659491992247
"21095"	"kentucky"	"east_south_central"	33202	0.02617	0.95561	20660	0.26899	0.50925	0.47271	29278	0.02196	0.96127	26356	0.35177	0.26084	0.72272	29278	0.02196	0.96127	26356	0.35177	0.26084	0.72272	0.171702007881404	0.811878401200976
"21097"	"kentucky"	"east_south_central"	17983	0.02525	0.95646	37191	0.11283	0.40206	0.57374	18846	0.02043	0.95707	42415	0.14868	0.38419	0.59552	18846	0.02043	0.95707	42415	0.14868	0.38419	0.59552	0.344967192517102	0.636046349294988
"21099"	"kentucky"	"east_south_central"	17445	0.06197	0.92577	26587	0.20046	0.36568	0.61887	18199	0.04863	0.92895	29989	0.2177	0.33588	0.64491	18199	0.04863	0.92895	29989	0.2177	0.33588	0.64491	0.344811961939284	0.642803201933243
"21101"	"kentucky"	"east_south_central"	44829	0.07096	0.9116	36902	0.1176	0.50215	0.47996	46250	0.07762	0.89118	42438	0.14329	0.50594	0.47946	46250	0.07762	0.89118	42438	0.14329	0.50594	0.47946	0.434672826904481	0.5531320511443
"21103"	"kentucky"	"east_south_central"	15060	0.033	0.93971	37760	0.12855	0.38681	0.59273	15416	0.02718	0.93747	42733	0.166	0.39384	0.58983	15416	0.02718	0.93747	42733	0.166	0.39384	0.58983	0.384113001215067	0.598420413122722
"21105"	"kentucky"	"east_south_central"	5262	0.09901	0.8835	33208	0.15127	0.44256	0.5419	4902	0.09221	0.88372	37045	0.17503	0.36089	0.62489	4902	0.09221	0.88372	37045	0.17503	0.36089	0.62489	0.320710612435718	0.669004207573633
"21107"	"kentucky"	"east_south_central"	46519	0.06206	0.92023	32033	0.14429	0.40839	0.57554	46920	0.06577	0.9013	36518	0.17948	0.36715	0.61585	46920	0.06577	0.9013	36518	0.17948	0.36715	0.61585	0.292891474829244	0.692183152036428
"21109"	"kentucky"	"east_south_central"	13495	0.00052	0.9917	21856	0.24365	0.14439	0.84016	13494	0.00119	0.98918	25634	0.27131	0.14223	0.84361	13494	0.00119	0.98918	25634	0.27131	0.14223	0.84361	0.120924718435092	0.862477771191464
"21111"	"kentucky"	"east_south_central"	693604	0.18876	0.77381	42394	0.10417	0.49577	0.47973	741096	0.20813	0.72692	44516	0.1378	0.55506	0.43503	741096	0.20813	0.72692	44516	0.1378	0.55506	0.43503	0.548347569955817	0.437157584683358
"21113"	"kentucky"	"east_south_central"	39041	0.0313	0.94442	40729	0.11058	0.30762	0.66888	48586	0.03085	0.92922	46940	0.11174	0.30848	0.67826	48586	0.03085	0.92922	46940	0.11174	0.30848	0.67826	0.291028128031038	0.690203685741998
"21115"	"kentucky"	"east_south_central"	23445	0.00252	0.98639	26130	0.22167	0.39743	0.58472	23356	0.0024	0.98373	32063	0.26443	0.28261	0.69837	23356	0.0024	0.98373	32063	0.26443	0.28261	0.69837	0.190702822357499	0.785279468732706
"21117"	"kentucky"	"east_south_central"	151464	0.03836	0.93987	44657	0.08586	0.33956	0.62869	159720	0.04607	0.91031	50957	0.10739	0.38819	0.59686	159720	0.04607	0.91031	50957	0.10739	0.38819	0.59686	0.368164423233204	0.611519082728764
