STCOU,County Population,Black Population (%),White Population (%),Median Income,% Below Poverty,Blue,Red
02013,2697,0.016685206,0.239525399,42703,0.116425658,#DIV/0!,#DIV/0!
02016,5465,0.030192132,0.400365965,56365,0.063494968,#DIV/0!,#DIV/0!
02020,260283,0.058394133,0.722325315,56690,0.066035815,#DIV/0!,#DIV/0!
02050,16006,0.003811071,0.125328002,33353,0.222041734,#DIV/0!,#DIV/0!
02060,1258,0.005564388,0.525437202,53828,0.055643879,#DIV/0!,#DIV/0!
02068,1893,0.014263074,0.857369255,53087,0.044902272,#DIV/0!,#DIV/0!
02070,4922,0.00365705,0.216375457,41007,0.176147907,#DIV/0!,#DIV/0!
02090,82840,0.058462096,0.777873008,50354,0.068252052,#DIV/0!,#DIV/0!
02100,2392,0.001254181,0.825250836,41018,0.099080268,#DIV/0!,#DIV/0!
02105,3436,0.00145518,0.581490105,40209,0.075960419,#DIV/0!,#DIV/0!
02110,30711,0.008075282,0.747907916,59650,0.056852594,#DIV/0!,#DIV/0!
02122,49691,0.00460848,0.862148075,47255,0.087279387,#DIV/0!,#DIV/0!
02130,14070,0.004975124,0.743425729,50278,0.069225302,#DIV/0!,#DIV/0!
